Stages,C_Pt_in [M],C_Pd_in [M],C_Rh_in [M],q_Pt_in [mol PGM/mol ddFc],q_Pd_in [mol PGM/mol ddFc],q_Rh_in [mol PGM/mol ddFc],C_Pt_out [M],C_Pd_out [M],C_Rh_out [M],q_Pt_out [mol PGM/mol ligand],q_Pd_out [mol PGM/mol ligand],q_Rh_out [mol PGM/mol ligand],Material Residual Pt [mol PGM/time],Material Residual Pd [mol PGM/time],Material Residual Rh [mol PGM/time],Q_org [L/time],Pt Recovery [%],PPM Mass Total [mg/L],Pt Relative Purity [%],Pd Relative Purity Org [%],Q_aq [L/time],C_lig [L/time],Q_aq/(Q_org*C_lig) [1/M]
2,0.001649673110607654,0.0016688706961702354,5.577217022445533e-06,0,0,0,0.0015137465766685608,7.42259291273383e-05,5.444943328903478e-06,0.003633311672377599,0.042624800894149835,3.5356713716410607e-06,-6.231451986360437e-17,1.0646865333807654e-15,-6.156870735354696e-20,0.34554189742885955,91.76039585872712,500,95,92.13852622576943,0.9236323275819787,0.1,26.729966306680275
3,0.001649673110607654,0.0016688706961702354,5.577217022445533e-06,0,0,0,0.0015861464940045865,7.796616305889639e-05,5.515231363020826e-06,0.0024815381878462643,0.06214545277613167,2.421343826987565e-06,-1.3552527156068805e-18,2.2985086056692694e-17,-1.2109924167776325e-21,0.23644704338572034,96.14913911158631,500,95,96.15661129665993,0.9236323275819787,0.1,39.06296794226522
4,0.001649673110607654,0.0016688706961702354,5.577217022445533e-06,0,0,0,0.0016047221451808914,7.892613951001671e-05,5.532920769505457e-06,0.001988284560386942,0.07032690362472727,1.95932512136107e-06,-9.762413859075447e-15,-1.2586199443775925e-13,-3.275502876811981e-18,0.20881399806203,97.27515923380693,500,95,97.24789492668167,0.9236323275819787,0.1,44.23229937427881
5,0.001649673110607654,0.0016688706961702354,5.577217022445533e-06,0,0,0,0.0016103460787486891,7.921678457861752e-05,5.538272233040597e-06,0.0018120939367433982,0.07324738426845591,1.7944811345412489e-06,-4.858580985450667e-17,1.6653345369377348e-16,-3.957893794943727e-20,0.20045162801059954,97.616071232168,500,95,97.58345635110958,0.9236323275819787,0.1,46.07756678000832
6,0.001649673110607654,0.0016688706961702354,5.577217022445533e-06,0,0,0,0.0016120353386200339,7.930408581979882e-05,5.539879597529908e-06,0.0017562638007051733,0.07417278306182669,1.7422489251602922e-06,-2.4191260973582818e-18,-1.8366384801904445e-16,-2.541098841762901e-21,0.19793987060468754,97.71847090519913,500,95,97.68472569533053,0.9236323275819787,0.1,46.662267928152595
7,0.001649673110607654,0.0016688706961702354,5.577217022445533e-06,0,0,0,0.0016125266521151327,7.932947670414618e-05,5.5403470913871415e-06,0.0017397588900304036,0.07444635585371892,1.7268076941051895e-06,-5.1906179007743525e-18,-2.211772431870429e-15,-5.234398916235559e-21,0.19720933811857386,97.7482533810084,500,95,97.71422098032713,0.9236323275819787,0.1,46.835121317969055
8,0.001649673110607654,0.0016688706961702354,5.577217022445533e-06,0,0,0,0.0016126667108010545,7.933671494551003e-05,5.5404803598056666e-06,0.001735031414144494,0.07452471487844765,1.722384886796268e-06,5.728842964250469e-15,-1.3454304944454654e-12,2.785944303078597e-20,0.1970010854237104,97.75674346822758,500,95,97.72263263591698,0.9236323275819787,0.1,46.884631401671115
9,0.001649673110607654,0.0016688706961702354,5.577217022445533e-06,0,0,0,0.0016127062844321146,7.933876008032146e-05,5.5405180148378385e-06,0.001733693854313127,0.07454688524684062,1.7211335278502473e-06,4.424900116456465e-17,-5.732176885930862e-15,-5.69100261436483e-22,0.19694224340037997,97.75914234536303,500,95,97.72500962542819,0.9236323275819787,0.1,46.898639501341066
10,0.001649673110607654,0.0016688706961702354,5.577217022445533e-06,0,0,0,0.0016127174281336983,7.93393360195065e-05,5.540528618281239e-06,0.0017333170598846468,0.07455313070318494,1.7207810164437867e-06,7.043770135304467e-15,-7.28317363016262e-13,6.889421885831657e-20,0.19692567392158675,97.75981785504504,500,95,97.7256789958217,0.9236323275819787,0.1,46.9025855892085
11,0.001649673110607654,0.0016688706961702354,5.577217022445533e-06,0,0,0,0.0016127205624173792,7.933949800028957e-05,5.540531600605234e-06,0.0017332110718950306,0.0745548874789491,1.720681859000622e-06,2.2209813740729778e-15,-2.218962860678353e-13,1.6761987932774553e-20,0.19692101352393712,97.76000784927243,500,95,97.72586726354398,0.9236323275819787,0.1,46.90369560126729
12,0.001649673110607654,0.0016688706961702354,5.577217022445533e-06,0,0,0,0.0016127214436067808,7.933954354023209e-05,5.540532439071517e-06,0.0017331812729976458,0.07455538140265403,1.7206539805356363e-06,4.873963103772805e-16,-4.79364811734051e-14,-3.738856368739685e-21,0.19691970327220254,97.76006126527321,500,95,97.72592019421126,0.9236323275819787,0.1,46.90400768607901
13,0.001649673110607654,0.0016688706961702354,5.577217022445533e-06,0,0,0,0.0016127216913160076,7.933955634186153e-05,5.540532674770934e-06,0.00173317289622248,0.07455552024966561,1.720646143613619e-06,5.488773498207866e-19,-1.929879867024198e-17,-2.0183206946293875e-21,0.19691933495029437,97.76007628092844,500,95,97.72593507344787,0.9236323275819787,0.1,46.90409541628395
14,0.001649673110607654,0.0016688706961702354,5.577217022445533e-06,0,0,0,0.001612721760945595,7.93395599403227e-05,5.540532741024765e-06,0.0017331705415385974,0.07455555927910452,1.720643940680546e-06,2.1819568721270777e-18,-1.715207836872068e-16,-2.779326858178173e-22,0.1969192314182941,97.76008050173964,500,95,97.7259392559431,0.9236323275819787,0.1,46.904120076520464
15,0.001649673110607654,0.0016688706961702354,5.577217022445533e-06,0,0,0,0.0016127217803636109,7.933956094378283e-05,5.540532759554917e-06,0.0017331698794216608,0.07455557025424442,1.7206433212049045e-06,5.60379447380778e-14,-3.995143842486226e-12,6.099232790272001e-19,0.19691920284182876,97.76008167882229,500,95,97.72594043203605,0.9236323275819787,0.1,46.90412688313933
