Stages,C_Pt_in [M],C_Pd_in [M],C_Rh_in [M],q_Pt_in [mol PGM/mol ddFc],q_Pd_in [mol PGM/mol ddFc],q_Rh_in [mol PGM/mol ddFc],C_Pt_out [M],C_Pd_out [M],C_Rh_out [M],q_Pt_out [mol PGM/mol ligand],q_Pd_out [mol PGM/mol ligand],q_Rh_out [mol PGM/mol ligand],Material Residual Pt [mol PGM/time],Material Residual Pd [mol PGM/time],Material Residual Rh [mol PGM/time],Q_org [L/time],Pt Recovery [%],PPM Mass Total [mg/L],Pt Relative Purity [%],Pd Relative Purity Org [%],Q_aq [L/time],C_lig [L/time],Q_aq/(Q_org*C_lig) [1/M]
2,0.0016491238472055355,0.00166801161349704,7.506826191821469e-06,0,0,0,0.001510893995017418,7.219504503751989e-05,7.325691542352741e-06,0.0036539439909171177,0.04218353900129698,4.788081977201436e-06,-6.751869029153479e-17,1.15857844151801e-15,-9.050017645820165e-20,0.34957208380255167,91.6179823351442,500,95,92.01886820359965,0.9240527966880323,0.1,26.43382694168347
3,0.0016491238472055355,0.00166801161349704,7.506826191821469e-06,0,0,0,0.001584915052227313,7.599409350279538e-05,7.422488194345929e-06,0.0024950349296986737,0.06186285418414865,3.277218481886775e-06,-1.9786689647860456e-18,3.447762908503904e-17,-1.6808310047077522e-21,0.23780154684552854,96.1064904199266,500,95,96.11829261253516,0.9240527966880323,0.1,38.85814911407114
4,0.0016491238472055355,0.00166801161349704,7.506826191821469e-06,0,0,0,0.0016039131394469778,7.696963191486873e-05,7.4468491846573595e-06,0.0019942493272947456,0.07018103804993736,2.6455924297610024e-06,-5.421010862427522e-20,1.3010426069826053e-18,-4.499862532288471e-22,0.2094877524728184,97.25850136512379,500,95,97.2333719773274,0.9240527966880323,0.1,44.11011077165146
5,0.0016491238472055355,0.00166801161349704,7.506826191821469e-06,0,0,0,0.0016096876480879996,7.726615467784923e-05,7.454247954382775e-06,0.0018140236778601626,0.0731726178565018,2.418543616985634e-06,-8.30227813580775e-17,-2.0079424234431542e-16,-8.343274530454858e-20,0.200885636335102,97.60865751930268,500,95,97.57772371118095,0.9240527966880323,0.1,45.99894813517668
6,0.0016491238472055355,0.00166801161349704,7.506826191821469e-06,0,0,0,0.0016114294763341073,7.735559805036214e-05,7.456479651433167e-06,0.001756590084067091,0.07412593762147555,2.3461920591492533e-06,-5.380353280959316e-18,-7.22078646875346e-16,-5.644680500061861e-21,0.19829093388992436,97.71427895271165,500,95,97.68209896678523,0.9240527966880323,0.1,46.600859583474154
7,0.0016491238472055355,0.00166801161349704,7.506826191821469e-06,0,0,0,0.0016119378317470449,7.738170227495894e-05,7.457130974821943e-06,0.001739543552483726,0.0744088865879173,2.3247178611828776e-06,6.905622449739079e-16,-2.1122535144579846e-13,-1.7847248896444125e-20,0.197533666416976,97.74510474022294,500,95,97.71260537917581,0.9240527966880323,0.1,46.779509207176815
8,0.0016491238472055355,0.00166801161349704,7.506826191821469e-06,0,0,0,0.0016120831556626816,7.738916470789075e-05,7.457317169091135e-06,0.0017346463971340262,0.07449017262342178,2.318548719261828e-06,1.3012052373084781e-14,-3.2370141723331303e-12,1.0271597974438476e-19,0.19731718611338564,97.75391692954899,500,95,97.72132996037698,0.9240527966880323,0.1,46.830831864642434
9,0.0016491238472055355,0.00166801161349704,7.506826191821469e-06,0,0,0,0.0016121243187830181,7.73912784116948e-05,7.457369908754325e-06,0.0017332573243113776,0.07451322931866491,2.316798848915153e-06,1.3640618582583253e-16,-1.7703069912777813e-14,-2.779326858178173e-21,0.19725586752337881,97.75641298952692,500,95,97.72380149613173,0.9240527966880323,0.1,46.84538960943777
10,0.0016491238472055355,0.00166801161349704,7.506826191821469e-06,0,0,0,0.0016121359371524568,7.73918750545429e-05,7.457384794649459e-06,0.0017328650967300785,0.07451973975660363,2.3163047441694405e-06,1.6054066171063142e-14,-1.6448066866847633e-12,1.7565345743686053e-19,0.19723856044324597,97.75711750722935,500,95,97.72449912068339,0.9240527966880323,0.1,46.84950014903004
11,0.0016491238472055355,0.00166801161349704,7.506826191821469e-06,0,0,0,0.0016121392124618097,7.739204324373694e-05,7.457388991073889e-06,0.0017327545147928503,0.0745215752642205,2.316165439720129e-06,-3.7947076036992655e-19,-6.071532165918825e-18,-2.6469779601696886e-23,0.19723368127256685,97.75731611628825,500,95,97.7246957838974,0.9240527966880323,0.1,46.85065911288441
12,0.0016491238472055355,0.00166801161349704,7.506826191821469e-06,0,0,0,0.00161214013536591,7.739209063519808e-05,7.457390173534528e-06,0.0017327233536462113,0.07452209249636689,2.3161261847788123e-06,1.9944576589228658e-15,-2.039228161332396e-13,-4.129285617864714e-21,0.19723230649255424,97.75737207958669,500,95,97.72475120048766,0.9240527966880323,0.1,46.850985678804925
