Stages,C_Pt_in [M],C_Pd_in [M],C_Rh_in [M],q_Pt_in [mol PGM/mol ddFc],q_Pd_in [mol PGM/mol ddFc],q_Rh_in [mol PGM/mol ddFc],C_Pt_out [M],C_Pd_out [M],C_Rh_out [M],q_Pt_out [mol PGM/mol ligand],q_Pd_out [mol PGM/mol ligand],q_Rh_out [mol PGM/mol ligand],Material Residual Pt [mol PGM/time],Material Residual Pd [mol PGM/time],Material Residual Rh [mol PGM/time],Q_org [L/time],PGM Recovery [%],PPM Mass Total Feed [mg/L],PGM Relative Purity [%],Q_aq [L/time],C_lig [L/time],Q_aq/(Q_org*C_lig) [1/M],Ligand,q_max_Pt,q_max_Pd,q_max_Rh,K_eq_Pt,K_eq_Pd,K_eq_Rh
11,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7972772004165026e-05,2.2950738823388067e-10,0.00034148702872315576,0.15357780360902437,0.15538958601748093,0.00010627937149466065,-1.0169816377914032e-16,-2.8680616909193546e-14,5.3998350387461647e-20,0.09919812909910387,99.6922206225117,500.0,95,1,0.1,100.80835284715401,ddFc,0.2767157995694013,0.5737180914461476,0.0039644494457015,1985.750639061435,2730.02231457088,530.9399654044796
12,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.797291925271657e-05,8.285638991961732e-11,0.0003414870400786735,0.15357807703233115,0.1553898948107027,0.00010627842624786987,-1.68213967061126e-14,-2.327373320107351e-11,-1.641126335305207e-19,0.09919794290456782,99.69222393759158,500.0,95,1,0.1,100.80854206442949,ddFc,0.2767157995694013,0.5737180914461476,0.0039644494457015,1985.750639061435,2730.02231457088,530.9399654044796
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.666197094861097e-05,1.0826623432124724e-06,0.0003371480325446417,0.10519545116919266,0.1062702809646993,0.00037208613828854667,-1.8648277366750676e-17,4.0787685728904677e-16,-7.945169045245337e-19,0.14494675036086496,98.42551316973949,500.0,95,1,0.1,68.99085336582999,ddFc,0.2742216085564469,0.5631712398238108,0.0032510195249426,2071.8109732825646,2617.9150023516536,1051.1303521793477
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7426710626433453e-05,4.5779259765187843e-07,0.00033980556125592817,0.13306990540739486,0.13455155814637976,0.00023887292634233677,-4.336808689942018e-19,6.938893903907228e-18,1.6940658945086007e-21,0.11452695751367246,99.20134040858612,500.0,95,1,0.1,87.31568721544164,ddFc,0.2742216085564469,0.5631712398238108,0.0032510195249426,2071.8109732825646,2617.9150023516536,1051.1303521793477
5,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7740983410768345e-05,1.8436696041845973e-07,0.0003405816570523167,0.14423217224101278,0.14589407252159278,0.00018549881258578756,-4.7704895589362195e-18,1.929879867024198e-17,-1.5543054582116411e-19,0.10564181651259323,99.4279104005623,500.0,95,1,0.1,94.65948551545335,ddFc,0.2742216085564469,0.5631712398238108,0.0032510195249426,2071.8109732825646,2617.9150023516536,1051.1303521793477
6,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.786404232228667e-05,7.256937731085963e-08,0.0003407956222885674,0.14764501935577928,0.149369140498271,0.00016916869178201855,-1.5135462327897642e-16,-1.6263032587282567e-17,-1.7491230360801302e-19,0.103191547892792,99.49037447018627,500.0,95,1,0.1,96.90716152827963,ddFc,0.2742216085564469,0.5631712398238108,0.0032510195249426,2071.8109732825646,2617.9150023516536,1051.1303521793477
7,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7911107481825864e-05,2.8319645297716094e-08,0.0003408491154150455,0.14852259231681206,0.15026591681401572,0.00016496461426110417,-2.168404344971009e-19,4.336808689942018e-19,9.740878893424454e-21,0.10257865282804277,99.50599101816054,500.0,95,1,0.1,97.48617011731915,ddFc,0.2742216085564469,0.5631712398238108,0.0032510195249426,2071.8109732825646,2617.9150023516536,1051.1303521793477
8,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7929075699470053e-05,1.101984624391992e-08,0.00034086181536856626,0.14873200453894753,0.1504812506912032,0.0001639593274632592,-1.0842021724855044e-18,6.505213034913027e-19,-1.3976043629695956e-20,0.1024330156743181,99.5096985867116,500.0,95,1,0.1,97.62477394783163,ddFc,0.2742216085564469,0.5631712398238108,0.0032510195249426,2071.8109732825646,2617.9150023516536,1051.1303521793477
9,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7935965914953528e-05,4.28401344564879e-09,0.00034086477633182724,0.14878072425193126,0.15053188199510353,0.0001637246175510838,-1.192622389734055e-16,-4.0115480381963664e-17,1.545835128739098e-20,0.10239900986272657,99.51056299729777,500.0,95,1,0.1,97.6571942776179,ddFc,0.2742216085564469,0.5631712398238108,0.0032510195249426,2071.8109732825646,2617.9150023516536,1051.1303521793477
10,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7938622621339834e-05,1.6648875955311043e-09,0.0003408654632667647,0.14879195737964024,0.1505437656540919,0.0001636701751685351,-7.37257477290143e-18,-8.673617379884035e-19,1.3552527156068805e-20,0.10239110064343294,99.51076353806091,500.0,95,1,0.1,97.6647378254486,ddFc,0.2742216085564469,0.5631712398238108,0.0032510195249426,2071.8109732825646,2617.9150023516536,1051.1303521793477
11,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7939648974263962e-05,6.469481121019642e-10,0.0003408656225333305,0.14879453318657945,0.15054657262791768,0.0001636575637957442,-1.8843433757798067e-16,-1.5140666498325572e-14,-4.6798570335800094e-20,0.10238925915618799,99.51081003364133,500.0,95,1,0.1,97.6664943414198,ddFc,0.2742216085564469,0.5631712398238108,0.0032510195249426,2071.8109732825646,2617.9150023516536,1051.1303521793477
12,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.794004648429393e-05,2.513840437706591e-10,0.0003408656594977442,0.14879511982553126,0.1505472440899145,0.00016365464153561787,-6.353424730765056e-17,-2.729348864971559e-14,8.470329472543003e-22,0.1023888287614997,99.51082082486964,500.0,95,1,0.1,97.66690488562563,ddFc,0.2742216085564469,0.5631712398238108,0.0032510195249426,2071.8109732825646,2617.9150023516536,1051.1303521793477
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.6853834740977975e-05,7.428460501507114e-07,0.0003343369350295353,0.09843110154284493,0.09947127015754681,0.0005296958071574824,-7.806255641895632e-18,1.2967057982926633e-16,-2.473336205982557e-19,0.15488824083879196,97.6048537300084,500.0,95,1,0.1,64.56268045815061,ddFc,0.2819691787589816,0.5728485008481011,0.0036248740498832,1880.3963375749288,2747.60913096719,1264.187139841686
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7528948744509162e-05,2.7588113714102045e-07,0.0003382917677504001,0.12760915509077123,0.12905389517098975,0.00035584801488368974,-4.336808689942018e-18,3.3393426912553537e-17,-8.893845946170154e-20,0.11941987242937638,98.7594101932737,500.0,95,1,0.1,83.73815677883839,ddFc,0.2819691787589816,0.5728485008481011,0.0036248740498832,1880.3963375749288,2747.60913096719,1264.187139841686
5,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7775033552551283e-05,9.755008140911555e-08,0.00033957908904523815,0.14124316909071588,0.1428818696194395,0.0002745966076505582,-1.951563910473908e-17,-4.4885969940899884e-17,-1.7660636950252162e-19,0.1078750092607605,99.13522510787502,500.0,95,1,0.1,92.69987616712535,ddFc,0.2819691787589816,0.5728485008481011,0.0036248740498832,1880.3963375749288,2747.60913096719,1264.187139841686
6,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7860822553779018e-05,3.364646912148978e-08,0.00033999490987337433,0.1462925598520216,0.14800431226053448,0.0002445025371226753,8.673617379884035e-19,3.686287386450715e-18,-8.470329472543003e-21,0.10414576311385199,99.25661801082944,500.0,95,1,0.1,96.01926858097929,ddFc,0.2819691787589816,0.5728485008481011,0.0036248740498832,1880.3963375749288,2747.60913096719,1264.187139841686
7,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.788941469183364e-05,1.1486541545410108e-08,0.00034011712254008796,0.14784586226210655,0.1495807471595828,0.000235243658190293,-1.71954464556201e-16,-2.233456475320139e-17,-9.444417361885449e-20,0.10304965001508698,99.29229623901409,500.0,95,1,0.1,97.04060128817468,ddFc,0.2819691787589816,0.5728485008481011,0.0036248740498832,1880.3963375749288,2747.60913096719,1264.187139841686
8,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7898757080291474e-05,3.907732355120122e-09,0.00034015062026847813,0.14827729248681107,0.1500188974805615,0.00023267142595920418,-3.8185600514939466e-16,-5.540273101400928e-16,-2.2234614865425384e-19,0.10274918487442379,99.30207541845031,500.0,95,1,0.1,97.32437305679481,ddFc,0.2819691787589816,0.5728485008481011,0.0036248740498832,1880.3963375749288,2747.60913096719,1264.187139841686
9,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7901804338909635e-05,1.3280333814106703e-09,0.0003401595150735577,0.14839223609758745,0.15013574276513872,0.00023198590295804238,-4.637024271503254e-14,-4.665276411713881e-13,-3.417777942171102e-19,0.10266939071031195,99.30467212870809,500.0,95,1,0.1,97.40001309850585,ddFc,0.2819691787589816,0.5728485008481011,0.0036248740498832,1880.3963375749288,2747.60913096719,1264.187139841686
10,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7902804020274782e-05,4.512411680092832e-10,0.00034016184996227906,0.1484224242212636,0.15016646958120816,0.0002318057845821061,-2.5973147244062744e-15,-9.622491605604244e-13,-1.9185296255309903e-19,0.1026484410894429,99.3053537658479,500.0,95,1,0.1,97.41989156256626,ddFc,0.2819691787589816,0.5728485008481011,0.0036248740498832,1880.3963375749288,2747.60913096719,1264.187139841686
11,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7903133154595414e-05,1.5430315318404187e-10,0.00034016246058628805,0.14843031599578985,0.15017451660596193,0.00023175866991497764,-1.2650254108126369e-14,-1.2730948890579685e-11,-4.1504614415460717e-19,0.10264296128169764,99.30553202873435,500.0,95,1,0.1,97.4250925258828,ddFc,0.2819691787589816,0.5728485008481011,0.0036248740498832,1880.3963375749288,2747.60913096719,1264.187139841686
12,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7903242341367213e-05,5.34530818170508e-11,0.00034016262009867323,0.14843237600527664,0.15017662183679362,0.00023174636229271345,-6.808572802774471e-15,-1.7098408843299606e-11,-1.7787691892340307e-19,0.10264152940136366,99.30557859607822,500.0,95,1,0.1,97.42645163534695,ddFc,0.2819691787589816,0.5728485008481011,0.0036248740498832,1880.3963375749288,2747.60913096719,1264.187139841686
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.540334357628551e-05,4.1327533089042084e-07,0.00030051575923634063,0.053586057556652925,0.05411242816534746,0.001475711065350761,-4.7271214720367993e-17,-9.519295074422729e-17,-3.279711571768651e-18,0.28478163479948787,87.73124848211663,500.0,95,1,0.1,35.11462390136536,ddFc,0.2756355184957883,0.5747117548708952,0.0034402337254471,1538.2407060359074,2602.54336506483,4267.70208120275
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.659759893754512e-05,1.3926756212818748e-07,0.0003180004645151913,0.07594587777243894,0.07676559909903673,0.0012222773827156874,-1.1188966420050406e-15,-1.5633154493155388e-13,-1.5510867330120748e-17,0.20077959419378638,92.83565640852107,500.0,95,1,0.1,49.80585821061229,ddFc,0.2756355184957883,0.5747117548708952,0.0034402337254471,1538.2407060359074,2602.54336506483,4267.70208120275
5,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7068892624752325e-05,4.4054763658980324e-08,0.0003251460254031945,0.09156873346988526,0.09259141653992463,0.0010449342746559661,-5.0042218632806446e-14,-1.577983512086878e-11,-7.046636494797975e-17,0.16647243011689822,94.9217000136968,500.0,95,1,0.1,60.070006745128445,ddFc,0.2756355184957883,0.5747117548708952,0.0034402337254471,1538.2407060359074,2602.54336506483,4267.70208120275
6,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.728660051701044e-05,1.3479361010489721e-08,0.0003287015170961642,0.10201638750464674,0.10317253507046213,0.0009263427949677495,-5.553283527470754e-16,-2.4099515785747094e-13,-3.657488266244069e-18,0.14940239383938847,95.95967461437894,500.0,95,1,0.1,66.9333318095978,ddFc,0.2756355184957883,0.5747117548708952,0.0034402337254471,1538.2407060359074,2602.54336506483,4267.70208120275
7,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7396568003976438e-05,4.050597714699914e-09,0.0003306117622969307,0.10868032908986072,0.10992061538985588,0.0008507038631205273,-2.0423072955022548e-13,-1.890893370701252e-10,-6.035617968955242e-17,0.14023138279795513,96.51734319321183,500.0,95,1,0.1,71.31071376802983,ddFc,0.2756355184957883,0.5747117548708952,0.0034402337254471,1538.2407060359074,2602.54336506483,4267.70208120275
8,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.745403321040435e-05,1.1895722299117455e-09,0.00033164923286965433,0.11267840495435119,0.11396881599324661,0.0008053250765018559,-2.445656524519002e-14,-3.887496618018571e-11,-1.194824675396916e-17,0.13525056716519906,96.82021778734224,500.0,95,1,0.1,73.93684336854353,ddFc,0.2756355184957883,0.5747117548708952,0.0034402337254471,1538.2407060359074,2602.54336506483,4267.70208120275
9,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.748371039337954e-05,3.760724353233994e-10,0.00033219764378781386,0.11491317073036385,0.11623152055237466,0.0007799604226741732,-1.7547595321243392e-13,-3.1912664069481955e-10,-2.797411011602052e-17,0.13261770874624065,96.9803184577817,500.0,95,1,0.1,75.40471098874623,ddFc,0.2756355184957883,0.5747117548708952,0.0034402337254471,1538.2407060359074,2602.54336506483,4267.70208120275
10,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7498604523509733e-05,1.0568380258464082e-10,0.0003324754939353926,0.11607963105828409,0.1174125117713038,0.000766721254946559,-1.7002675309352178e-14,-6.268269670678395e-11,-5.1228552649940085e-18,0.13128377756893997,97.06143280732518,500.0,95,1,0.1,76.17087339483953,ddFc,0.2756355184957883,0.5747117548708952,0.0034402337254471,1538.2407060359074,2602.54336506483,4267.70208120275
11,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.750579277441104e-05,4.364773568821229e-11,0.00033261066413048927,0.11665571077602856,0.1179957770807672,0.0007601827941209844,-4.4434941837145914e-14,-1.8618809011911042e-10,-6.889765992966479e-18,0.13063484402546024,97.10089379933284,500.0,95,1,0.1,76.5492550980582,ddFc,0.2756355184957883,0.5747117548708952,0.0034402337254471,1538.2407060359074,2602.54336506483,4267.70208120275
12,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.750915611223312e-05,2.6083186879236057e-11,0.0003326744557134404,0.11692957686806907,0.11827305736093188,0.0007570744414850828,-4.59842667416277e-14,-2.619255368152551e-10,-5.9969932665604464e-18,0.13032859056470664,97.11951683337662,500.0,95,1,0.1,76.7291348480832,ddFc,0.2756355184957883,0.5747117548708952,0.0034402337254471,1538.2407060359074,2602.54336506483,4267.70208120275
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.6122287745078672e-05,6.089708648337761e-07,0.0003178939133752296,0.07704333387152122,0.07782690892173462,0.0012449354010855519,-2.6020852139652106e-18,3.664603343001005e-17,-9.486769009248164e-20,0.1979812511383669,92.80455033754566,500.0,95,1,0.1,50.50983334281038,ddFc,0.2811179402679067,0.573489058170612,0.0043186952249082,1825.558095336852,2805.655342888135,2685.2092299733467
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7097836007538813e-05,2.2250469820425912e-07,0.0003290864733599359,0.10497654344012387,0.10613869640945633,0.0009265931840027875,-5.182486384480711e-17,-4.0158848468863084e-16,-1.4670610646444482e-18,0.14520748778344988,96.07205705221689,500.0,95,1,0.1,68.86697203186347,ddFc,0.2811179402679067,0.573489058170612,0.0043186952249082,1825.558095336852,2805.655342888135,2685.2092299733467
5,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7465883257887128e-05,7.661104133440838e-08,0.00033330739160886515,0.12161235643540323,0.12300001542171476,0.00073686319759969,-2.4875067283769425e-14,-2.0771240630268473e-12,-3.175526519256372e-17,0.12531374379683363,97.304293353769,500.0,95,1,0.1,79.79970669627919,ddFc,0.2811179402679067,0.573489058170612,0.0043186952249082,1825.558095336852,2805.655342888135,2685.2092299733467
6,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.761073507118818e-05,2.5523941290844143e-08,0.00033508892084745145,0.13033345123927143,0.1318375223244189,0.0006374053764131165,-3.0745805207343935e-15,-2.9650934485481173e-13,-5.178759439512792e-18,0.11691742230127337,97.82438516095323,500.0,95,1,0.1,85.5304522043939,ddFc,0.2811179402679067,0.573489058170612,0.0043186952249082,1825.558095336852,2805.655342888135,2685.2092299733467
7,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7666545871665523e-05,8.34414442200492e-09,0.0003358229102922518,0.13430224812808986,0.13585861004844882,0.0005921466366494164,-1.9425433483988286e-14,-2.4911045448661184e-12,-7.256531259127591e-18,0.11345821282269383,98.03866280991468,500.0,95,1,0.1,88.13817661333553,ddFc,0.2811179402679067,0.573489058170612,0.0043186952249082,1825.558095336852,2805.655342888135,2685.2092299733467
8,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7687023202046714e-05,2.7016688243989378e-09,0.00033610477063761865,0.1358914479967665,0.13746857673754184,0.0005740246076093065,-4.369334755116583e-16,-7.349719791105436e-14,-4.87890977618477e-19,0.11212985439342678,98.12094787895556,500.0,95,1,0.1,89.1823150408569,ddFc,0.2811179402679067,0.573489058170612,0.0043186952249082,1825.558095336852,2805.655342888135,2685.2092299733467
9,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7694212476263746e-05,8.712288787956242e-10,0.00033620658918192224,0.136474837983114,0.1380595528157644,0.0005673722097446435,-2.014013955609073e-15,-7.014547363098922e-13,-6.2002811739014785e-19,0.11165000530243002,98.15067233677797,500.0,95,1,0.1,89.56560255337804,ddFc,0.2811179402679067,0.573489058170612,0.0043186952249082,1825.558095336852,2805.655342888135,2685.2092299733467
10,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7696669321127698e-05,2.8160356039427965e-10,0.00033624206685431375,0.13667929731200368,0.13826666311285746,0.0005650407880204212,-1.494485958597469e-14,-1.1926900222655745e-11,-1.4179331537036988e-18,0.11148280768052662,98.16102953235418,500.0,95,1,0.1,89.6999295950344,ddFc,0.2811179402679067,0.573489058170612,0.0043186952249082,1825.558095336852,2805.655342888135,2685.2092299733467
11,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7697481440019416e-05,9.054844887669267e-11,0.00033625421666434876,0.13674946006680602,0.13833773082027312,0.0005642407494219828,-1.6024508109335756e-15,-3.213100575535921e-12,-3.9725845226226686e-19,0.11142554922979138,98.16457649443664,500.0,95,1,0.1,89.74602386188052,ddFc,0.2811179402679067,0.573489058170612,0.0043186952249082,1825.558095336852,2805.655342888135,2685.2092299733467
12,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7697746447602046e-05,3.092456997670498e-11,0.0003362583467516242,0.13677332710358459,0.1383619060718618,0.0005639686014744318,-5.2475385148298415e-15,-2.100143778500929e-11,-7.292953675859526e-19,0.11140608602174279,98.16578221394344,500.0,95,1,0.1,89.76170294725488,ddFc,0.2811179402679067,0.573489058170612,0.0043186952249082,1825.558095336852,2805.655342888135,2685.2092299733467
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.6919393514305453e-05,6.979490175639553e-07,0.0003347295081054982,0.09689379040850646,0.0979247777983378,0.0004964945722197563,-8.673617379884035e-18,1.3877787807814457e-16,-1.8804131429045468e-19,0.15733892244062825,97.71945978648347,500.0,95,1,0.1,63.55706423357192,ddFc,0.2770181112426597,0.5795366646528134,0.0037351322982182,1798.0956149670944,2610.4026426820096,1094.5089390523044
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7561656676717588e-05,2.531037892113753e-07,0.00033848044885214653,0.12578766581744769,0.12721639430288004,0.00033520156373936533,-1.1572773989110274e-15,-2.608720531260822e-14,-4.3698429748849354e-18,0.12114655155908081,98.8144929239207,500.0,95,1,0.1,82.54465249985424,ddFc,0.2770181112426597,0.5795366646528134,0.0037351322982182,1798.0956149670944,2610.4026426820096,1094.5089390523044
5,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.779201386809158e-05,8.7467785462126e-08,0.00033971015141750913,0.139423517371949,0.14104360077220585,0.0002590688929365441,-1.0625181290357943e-17,1.0842021724855044e-18,-1.0333801956502464e-19,0.10928169549673193,99.17348688016136,500.0,95,1,0.1,91.50663296854732,ddFc,0.2770181112426597,0.5795366646528134,0.0037351322982182,1798.0956149670944,2610.4026426820096,1094.5089390523044
6,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.787111784759487e-05,2.949141752906965e-08,0.0003401115758300741,0.14453913525964923,0.14623175336759284,0.0002305056374598754,-3.404394821604484e-17,-7.589415207398531e-18,-4.281751548370488e-19,0.1054084577395639,99.29067695689817,500.0,95,1,0.1,94.86904764992696,ddFc,0.2770181112426597,0.5795366646528134,0.0037351322982182,1798.0956149670944,2610.4026426820096,1094.5089390523044
7,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7897047808559217e-05,9.841725316492913e-09,0.0003402308995521542,0.14613287407182404,0.1478485565531035,0.00022160609687439176,-4.7271214720367993e-17,2.45029690981724e-17,-1.8126505071242027e-19,0.10425708881652576,99.32551179929786,500.0,95,1,0.1,95.91673922142839,ddFc,0.2770181112426597,0.5795366646528134,0.0037351322982182,1798.0956149670944,2610.4026426820096,1094.5089390523044
8,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7905356662779306e-05,3.2728087415563943e-09,0.0003402639402761184,0.14658034402752473,0.14830272084900187,0.000219107003794435,-2.0426368929626904e-16,-1.2967057982926633e-16,-8.809142651444724e-20,0.10393825341083134,99.33515756287278,500.0,95,1,0.1,96.21096826087233,ddFc,0.2770181112426597,0.5795366646528134,0.0037351322982182,1798.0956149670944,2610.4026426820096,1094.5089390523044
9,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7908006327063655e-05,1.0871863524370175e-09,0.0003402727939793758,0.14670068690880467,0.14842494639523926,0.00021843474845124262,-5.182486384480711e-17,-3.629908873481469e-15,3.6422416731934915e-20,0.1038528091924084,99.33774227404545,500.0,95,1,0.1,96.29012520473059,ddFc,0.2770181112426597,0.5795366646528134,0.0037351322982182,1798.0956149670944,2610.4026426820096,1094.5089390523044
10,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7908855932345758e-05,3.6138806656112287e-10,0.0003402751380231227,0.1467325708341926,0.14845735817884595,0.00021825658744618513,-9.835231587485005e-15,-4.3439659421634635e-12,-3.6676526616111205e-19,0.10383018482785367,99.33842658386311,500.0,95,1,0.1,96.3111066071933,ddFc,0.2770181112426597,0.5795366646528134,0.0037351322982182,1798.0956149670944,2610.4026426820096,1094.5089390523044
11,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.790912998742138e-05,1.2023150753698097e-10,0.000340275756158881,0.14674097765901734,0.14846591375168927,0.00021820959463646032,-3.3512689151526942e-15,-4.2871290285156904e-12,-1.8507669897506462e-19,0.1038242176958028,99.33860703969661,500.0,95,1,0.1,96.31664193511433,ddFc,0.2770181112426597,0.5795366646528134,0.0037351322982182,1798.0956149670944,2610.4026426820096,1094.5089390523044
12,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7909203988824856e-05,4.051479368084527e-11,0.0003402759189445625,0.14674319116368958,0.1484681685980359,0.0002181972175965613,-2.7029160160063626e-15,-8.775414422901306e-12,-1.2197274440461925e-19,0.1038226465468476,99.3386545626322,500.0,95,1,0.1,96.31809949564065,ddFc,0.2770181112426597,0.5795366646528134,0.0037351322982182,1798.0956149670944,2610.4026426820096,1094.5089390523044
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.5783398801384068e-05,9.602949750064472e-07,0.00031813018175142,0.07592193862197716,0.07665958944241574,0.001214784818337808,-1.6714060691036536e-15,-5.590645134334604e-14,-3.5463575435643047e-17,0.20095014429455063,92.87352548770983,500.0,95,1,0.1,49.76358705840044,ddFc,0.2798249181190407,0.5702759909673032,0.0037455050398364,2043.3400084223365,2670.1851173373607,3383.455811094137
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.6912268827010206e-05,4.155351747233314e-07,0.00032922827600701584,0.10376763169253717,0.10489049201122562,0.0009061591489070868,-1.2077144839750531e-14,-5.275632361523286e-13,-4.254138274289998e-17,0.1469170643330057,96.11345429307376,500.0,95,1,0.1,68.06561270060341,ddFc,0.2798249181190407,0.5702759909673032,0.0037455050398364,2043.3400084223365,2670.1851173373607,3383.455811094137
5,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7377874724860128e-05,1.6897970998201964e-07,0.0003333902338072249,0.12032795927223841,0.1216866422558832,0.0007224982001392518,-7.510073292416042e-14,-3.5653680528768827e-12,-5.601598286782139e-17,0.12665867396808836,97.32847794065248,500.0,95,1,0.1,78.9523503342495,ddFc,0.2798249181190407,0.5702759909673032,0.0037455050398364,2043.3400084223365,2670.1851173373607,3383.455811094137
6,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7572589256936767e-05,6.6373480584551e-08,0.0003351402909734979,0.12898758579873013,0.13046940150114605,0.0006264593006510178,-5.637851296924623e-18,-4.098284211995207e-17,-9.656175598699024e-20,0.11814030414069635,97.83938192952267,500.0,95,1,0.1,84.64511813081792,ddFc,0.2798249181190407,0.5702759909673032,0.0037455050398364,2043.3400084223365,2670.1851173373607,3383.455811094137
7,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7651284235233387e-05,2.5560136001855272e-08,0.00033586004302647973,0.13292263592654507,0.13446016150008616,0.0005828188149592871,-1.0956296633835017e-14,-2.553001213212447e-13,-6.2511031507367365e-18,0.11463695074015331,98.04950317696117,500.0,95,1,0.1,87.23190852020238,ddFc,0.2798249181190407,0.5702759909673032,0.0037455050398364,2043.3400084223365,2670.1851173373607,3383.455811094137
8,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7681641951323627e-05,9.745739429027625e-09,0.00033613636380749006,0.1344979863669312,0.1360578406018222,0.0005653477727209707,-7.589415207398531e-18,-7.003946034256359e-17,-1.1265538198482195e-19,0.11329197188218071,98.13017104995788,500.0,95,1,0.1,88.26750769595232,ddFc,0.2798249181190407,0.5702759909673032,0.0037455050398364,2043.3400084223365,2670.1851173373607,3383.455811094137
9,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7692944422244584e-05,3.6999972561337428e-09,0.0003362362432611475,0.1350766370822256,0.13664475178565985,0.0005589301744378087,-2.7350084003119335e-15,-5.074478164057705e-14,-9.664645928171567e-19,0.11280580708960673,98.15932941818905,500.0,95,1,0.1,88.6479185602258,ddFc,0.2798249181190407,0.5702759909673032,0.0037455050398364,2043.3400084223365,2670.1851173373607,3383.455811094137
