Stages,C_Pt_in [M],C_Pd_in [M],C_Rh_in [M],q_Pt_in [mol PGM/mol ddFc],q_Pd_in [mol PGM/mol ddFc],q_Rh_in [mol PGM/mol ddFc],C_Pt_out [M],C_Pd_out [M],C_Rh_out [M],q_Pt_out [mol PGM/mol ligand],q_Pd_out [mol PGM/mol ligand],q_Rh_out [mol PGM/mol ligand],Material Residual Pt [mol PGM/time],Material Residual Pd [mol PGM/time],Material Residual Rh [mol PGM/time],Q_org [L/time],Pt Recovery [%],PPM Mass Total [mg/L],Pt Relative Purity [%],Pd Relative Purity Org [%],Q_aq [L/time],C_lig [L/time],Q_aq/(Q_org*C_lig) [1/M]
2,0.0016497293280689045,0.0016689564255497485,5.381993547775721e-06,0,0,0,0.0015140302434489337,7.443123310984583e-05,5.254569176941807e-06,0.003631254052958904,0.04266886607084264,3.409825971429549e-06,-6.166399856011306e-17,1.0562297564353784e-15,-5.908054807098745e-20,0.3451433304116334,91.77446370679402,500,95,92.15035250471621,0.9235899570865005,0.1,26.7596061029192
3,0.0016497293280689045,0.0016689564255497485,5.381993547775721e-06,0,0,0,0.0015862702304122115,7.816566487662761e-05,5.322241987767833e-06,0.0024801996071211344,0.062173569516823075,2.3352962952319677e-06,-1.294266343404571e-18,2.233456475320139e-17,-1.1911400820763599e-21,0.2363123722510603,96.15336306526264,500,95,96.16040136399053,0.9235899570865005,0.1,39.08343639770458
4,0.0016497293280689045,0.0016689564255497485,5.381993547775721e-06,0,0,0,0.0016048040680955132,7.912409894407369e-05,5.339273065972162e-06,0.0019876970826338647,0.0703413865357473,1.8901477050335282e-06,-9.582504061078634e-15,-1.2357346049207685e-13,-3.1141033956906343e-18,0.20874669134959783,97.27681024947415,500,95,97.24932884662509,0.9235899570865005,0.1,44.244531547554985
5,0.0016497293280689045,0.0016689564255497485,5.381993547775721e-06,0,0,0,0.001610413120782099,7.941416200181863e-05,5.344423334241344e-06,0.0018119063734855516,0.07325482178973353,1.7314414093797977e-06,-4.56381351980617e-17,1.8236280541206185e-16,-3.550259189077595e-20,0.20040800524928415,97.61680861109336,500,95,97.58402153920964,0.9235899570865005,0.1,46.08548226093376
6,0.0016497293280689045,0.0016689564255497485,5.381993547775721e-06,0,0,0,0.0016120971989159144,7.950125159181601e-05,5.345969614076469e-06,0.001756234476214317,0.0741774658445141,1.6811824298933265e-06,-2.2497195079074217e-18,-1.5829351718288365e-16,-9.661469554619363e-22,0.19790442005446993,97.71889069844929,500,95,97.68498475434527,0.9235899570865005,0.1,46.668485566532446
7,0.0016497293280689045,0.0016689564255497485,5.381993547775721e-06,0,0,0,0.0016125868359502017,7.952657217954713e-05,5.346419186253294e-06,0.001739782878862772,0.07445011598070705,1.6663304364552774e-06,-4.573977915173222e-18,-1.827097501072572e-15,-5.644680500061861e-21,0.1971765162123355,97.748570539012,500,95,97.71438058142472,0.9235899570865005,0.1,46.84076860815943
8,0.0016497293280689045,0.0016689564255497485,5.381993547775721e-06,0,0,0,0.0016127263774008169,7.953378834304078e-05,5.346547309631272e-06,0.0017350720793676442,0.0745281874301612,1.6620776727813536e-06,5.254599381478153e-15,-1.2264280303125874e-12,2.5953618899463796e-20,0.19696907131843133,97.75702898417879,500,95,97.72276149913216,0.9235899570865005,0.1,46.89010060840327
9,0.0016497293280689045,0.0016689564255497485,5.381993547775721e-06,0,0,0,0.0016127657950572728,7.953582673176743e-05,5.34658350190587e-06,0.0017337395767936168,0.07455027081657391,1.6608747308161491e-06,3.9207461062507054e-17,-5.1165668923935925e-15,-3.3087224502121107e-23,0.19691047216604585,97.75941832501096,500,95,97.7251292114537,0.9235899570865005,0.1,46.90405476797994
10,0.0016497293280689045,0.0016689564255497485,5.381993547775721e-06,0,0,0,0.0016127768922240698,7.95364006357217e-05,5.346593691044976e-06,0.0017333642960651978,0.07455649029391269,1.6605359390104575e-06,6.421017959955949e-15,-6.641607836616048e-13,6.125106999832659e-20,0.19689397495509345,97.76009099092096,500,95,97.72579581210229,0.9235899570865005,0.1,46.907984731231515
11,0.0016497293280689045,0.0016689564255497485,5.381993547775721e-06,0,0,0,0.0016127800126975599,7.953656200683101e-05,5.3465965561795926e-06,0.0017332587582465405,0.07455823935796986,1.6604406627474184e-06,2.0650731016695623e-15,-2.0586245381981616e-13,1.2334917294390749e-20,0.19688933596189848,97.76028014155536,500,95,97.72598325757369,0.9235899570865005,0.1,46.90908995016526
12,0.0016497293280689045,0.0016689564255497485,5.381993547775721e-06,0,0,0,0.0016127808898037338,7.953660736499814e-05,5.346597361514447e-06,0.0017332290927091227,0.074558731000924,1.6604138816223162e-06,4.196065695426243e-16,-4.102295760033403e-14,-4.936613895716469e-21,0.19688803202572178,97.76033330822695,500,95,97.7260359450108,0.9235899570865005,0.1,46.90940061637881
13,0.0016497293280689045,0.0016689564255497485,5.381993547775721e-06,0,0,0,0.0016127811363087345,7.95366201126108e-05,5.346597587848612e-06,0.0017332207553254248,0.07455886917526187,1.6604063548913639e-06,5.014435047745458e-19,-1.4094628242311558e-17,1.2771668657818747e-21,0.19688766556336093,97.76034825037512,500,95,97.7260507524949,0.9235899570865005,0.1,46.90948792773804
14,0.0016497293280689045,0.0016689564255497485,5.381993547775721e-06,0,0,0,0.0016127812055840916,7.953662369507389e-05,5.3465976514554655e-06,0.0017332184122487262,0.07455890800675813,1.660404239634414e-06,1.009663273127126e-18,-1.3921155894713877e-16,6.617444900424221e-22,0.1968875625772943,97.76035244957046,500,95,97.72605491387178,0.9235899570865005,0.1,46.90951246470516
15,0.0016497293280689045,0.0016689564255497485,5.381993547775721e-06,0,0,0,0.0016127812249116646,7.95366246945045e-05,5.346597669248665e-06,0.0017332177535650615,0.07455891892339539,1.66040364496907e-06,5.1108233313848506e-14,-3.643763676203227e-12,5.498434967762486e-19,0.19688753411464321,97.76035362113072,500,95,97.72605608372447,0.9235899570865005,0.1,46.90951924608465
