Stages,C_Pt_in [M],C_Pd_in [M],C_Rh_in [M],q_Pt_in [mol PGM/mol ddFc],q_Pd_in [mol PGM/mol ddFc],q_Rh_in [mol PGM/mol ddFc],C_Pt_out [M],C_Pd_out [M],C_Rh_out [M],q_Pt_out [mol PGM/mol ligand],q_Pd_out [mol PGM/mol ligand],q_Rh_out [mol PGM/mol ligand],Material Residual Pt [mol PGM/time],Material Residual Pd [mol PGM/time],Material Residual Rh [mol PGM/time],Q_org [L/time],Pt Recovery [%],PPM Mass Total [mg/L],Pt Relative Purity [%],Pd Relative Purity Org [%],Q_aq [L/time],C_lig [L/time],Q_aq/(Q_org*C_lig) [1/M]
2,0.001648164628973144,0.0016664618062376116,1.0927860281765872e-05,0,0,0,0.0015055854226914457,6.858567485447217e-05,1.0655663182012192e-05,0.0036918720852672227,0.04137457655293827,7.04813065297807e-06,-7.841492212501411e-17,1.3467959386614936e-15,-1.538423590450623e-19,0.35715652248807045,91.34921331429557,500,95,91.79358052718065,0.9248025920686386,0.1,25.89348181649205
3,0.001648164628973144,0.0016664618062376116,1.0927860281765872e-05,0,0,0,0.0015826761521836599,7.249612964381633e-05,1.0802615209843124e-05,0.002520176824907786,0.06134018616378572,4.819775068341434e-06,-3.7947076036992655e-18,6.136584296267955e-17,-5.5718886061571944e-21,0.2403161257851886,96.0265815903181,500,95,96.04636440278246,0.9248025920686386,0.1,38.4827522101156
4,0.001648164628973144,0.0016664618062376116,1.0927860281765872e-05,0,0,0,0.001602466790085498,7.350077343678892e-05,1.0839583936146336e-05,0.002005533980665081,0.06991003423623715,3.874170313922152e-06,1.0842021724855044e-19,2.3852447794681098e-18,-5.293955920339377e-22,0.2107243271002332,97.22734986030387,500,95,97.20602929572189,0.9248025920686386,0.1,43.88684518749213
5,0.001648164628973144,0.0016664618062376116,1.0927860281765872e-05,0,0,0,0.0016085248327860626,7.380831048012319e-05,1.0850891245461527e-05,0.0018177681423543032,0.07303455276918777,3.5295807647705875e-06,-2.425631310393195e-16,-3.6808663755882876e-15,-2.670536064015199e-19,0.20167030881974204,97.59491282058526,500,95,97.56692668490052,0.9248025920686386,0.1,45.85715157977222
6,0.001648164628973144,0.0016664618062376116,1.0927860281765872e-05,0,0,0,0.0016103662886777768,7.39017922586616e-05,1.0854328198067923e-05,0.0017573052295915955,0.07404065943489026,3.418624051092014e-06,-3.205850298768076e-17,-6.454906054109699e-15,-2.574186066265022e-20,0.1989182214475286,97.70664048779419,500,95,97.67718770125789,0.9248025920686386,0.1,46.49159766957732
7,0.001648164628973144,0.0016664618062376116,1.0927860281765872e-05,0,0,0,0.0016109071045609315,7.392924685791942e-05,1.085533759265844e-05,0.0017392287844053805,0.07434145225520908,3.3854516753577712e-06,6.2428157803808004e-15,-2.318361214809217e-12,-1.5074539483166376e-20,0.19810996375621737,97.73945370764174,500,95,97.70962000791553,0.9248025920686386,0.1,46.68127612231795
8,0.001648164628973144,0.0016664618062376116,1.0927860281765872e-05,0,0,0,0.0016110624919214252,7.393713512056722e-05,1.0855627612139514e-05,0.0017340077483699757,0.07442833051201182,3.375870469212021e-06,-1.4907779871675686e-19,-1.951563910473908e-18,-1.0720260738687239e-21,0.19787773468123313,97.74888161052002,500,95,97.71894265199904,0.9248025920686386,0.1,46.73606121266899
9,0.001648164628973144,0.0016664618062376116,1.0927860281765872e-05,0,0,0,0.0016111067006927846,7.393937934129634e-05,1.0855710124677387e-05,0.0017325200869952762,0.07445308525925715,3.3731404381887586e-06,6.348681346260432e-16,-7.985214052486089e-14,-6.88214269644119e-22,0.1978116639857965,97.7515639136457,500,95,97.7215953515682,0.9248025920686386,0.1,46.75167143505968
10,0.001648164628973144,0.0016664618062376116,1.0927860281765872e-05,0,0,0,0.0016111192307034302,7.394001547207811e-05,1.0855733511139869e-05,0.0017320982556583635,0.07446010455096162,3.3723663287002632e-06,4.706838759895027e-14,-4.6036265077820104e-12,6.058535504134392e-19,0.1977929380452853,97.75232415388054,500,95,97.72234723860554,0.9248025920686386,0.1,46.75609762452197
11,0.001648164628973144,0.0016664618062376116,1.0927860281765872e-05,0,0,0,0.001611122777519142,7.394019552794144e-05,1.0855740130932652e-05,0.001731978842348113,0.07446209159271179,3.372147191541042e-06,3.049318610115481e-19,-1.1731067506293158e-16,-5.69100261436483e-22,0.19778763690461457,97.75253935178306,500,95,97.7225600614267,0.9248025920686386,0.1,46.757350790061544
