Stage Index,Pt,Pd,Rh
0,0.00154143585092054,0.00154143585092054,0.000342541300204565
1,0.0016320144887673905,0.0005618597868051168,0.00034498179950604477
2,0.0012209315362338893,0.00014461093130623925,0.00034881010019633394
3,0.0006249417602092436,2.555512352995221e-05,0.000352870867976034
4,0.00023688953352505714,3.387864318839217e-06,0.0003553291812616789
5,7.419981239193306e-05,3.860160657556259e-07,0.0003557658764909859
6,1.7693893364368133e-05,3.717550330901153e-08,0.00033689031032617573
