Stages,C_Pt_in [M],C_Pd_in [M],C_Rh_in [M],q_Pt_in [mol PGM/mol ddFc],q_Pd_in [mol PGM/mol ddFc],q_Rh_in [mol PGM/mol ddFc],C_Pt_out [M],C_Pd_out [M],C_Rh_out [M],q_Pt_out [mol PGM/mol ligand],q_Pd_out [mol PGM/mol ligand],q_Rh_out [mol PGM/mol ligand],Material Residual Pt [mol PGM/time],Material Residual Pd [mol PGM/time],Material Residual Rh [mol PGM/time],Q_org [L/time],Pt Recovery [%],PPM Mass Total [mg/L],Pt Relative Purity [%],Pd Relative Purity Org [%],Q_aq [L/time],C_lig [L/time],Q_aq/(Q_org*C_lig) [1/M]
2,0.0016495179497768517,0.0016686321064014295,6.118079122461374e-06,0,0,0,0.0015129560071631685,7.36569818875174e-05,5.972281647389076e-06,0.0036390404816465057,0.042502171060479,3.8851447464455145e-06,-6.358845741627484e-17,1.0902737046514233e-15,-6.953611101365772e-20,0.34665477510501685,91.72109993515637,500,95,92.10549790129848,0.9237498644341832,0.1,26.6475447844138
3,0.0016495179497768517,0.0016686321064014295,6.118079122461374e-06,0,0,0,0.0015858028575172667,7.741343022635903e-05,6.049878064731271e-06,0.002485272141765334,0.06206710697746067,2.6602517991340586e-06,-1.6195269951502222e-18,2.6454533008646308e-17,-1.522012327097571e-21,0.23682238595970279,96.13735077764966,500,95,96.14602915929572,0.9237498644341832,0.1,39.00601966704982
4,0.0016495179497768517,0.0016686321064014295,6.118079122461374e-06,0,0,0,0.001604495226958983,7.83777101135721e-05,6.069407109731463e-06,0.001989927218742369,0.07028651999136092,2.151219580793706e-06,-1.0220197897616717e-14,-1.3153258864029294e-13,-3.724953117003894e-18,0.20900128264976878,97.27055271972279,500,95,97.24388894969907,0.9237498644341832,0.1,44.19828685846609
5,0.0016495179497768517,0.0016686321064014295,6.118079122461374e-06,0,0,0,0.0016101607214609405,7.866997958701833e-05,6.0753215903290535e-06,0.0018126207654883173,0.07322665977050023,1.9692237980265103e-06,-5.595160836383006e-17,1.0646865333807654e-16,-4.974333331648887e-20,0.20057275638453692,97.61401636634294,500,95,97.5818766410541,0.9237498644341832,0.1,46.05560002691369
6,0.0016495179497768517,0.0016686321064014295,6.118079122461374e-06,0,0,0,0.0016118644662683175,7.875787203665315e-05,6.0771001515852236e-06,0.0017563484680291576,0.0741597566996155,1.9114659790619835e-06,-3.130633773051894e-18,-2.734357879008442e-16,-1.5087774372967225e-21,0.1980381508546334,97.71730380299117,500,95,97.68400175350537,0.9237498644341832,0.1,46.64504593926684
7,0.0016495179497768517,0.0016686321064014295,6.118079122461374e-06,0,0,0,0.001612360469329029,7.878345920817586e-05,6.077617934778813e-06,0.0017396944552437992,0.07443591015905125,1.894372358300834e-06,2.476656575135794e-16,-7.005203708776442e-14,-1.1666555359447902e-20,0.1973002639784486,97.74737337942582,500,95,97.71377526071414,0.9237498644341832,0.1,46.819494602150435
8,0.0016495179497768517,0.0016686321064014295,6.118079122461374e-06,0,0,0,0.001612501975573738,7.87907593754545e-05,6.077765654739813e-06,0.0017349203157853378,0.07451507396603961,1.8894721987019447e-06,7.254024041603718e-15,-1.7325719851857269e-12,4.154431908486326e-20,0.1970897500805005,97.75595202173331,500,95,97.72227294267678,0.9237498644341832,0.1,46.86950305923475
9,0.0016495179497768517,0.0016686321064014295,6.118079122461374e-06,0,0,0,0.0016125419858834444,7.879282338017514e-05,6.0778074219434424e-06,0.0017335685995478899,0.07453748784854966,1.888084802053228e-06,6.114900252818245e-17,-7.963898637775024e-15,-2.362427829451447e-21,0.1970302279512044,97.75837759762425,500,95,97.72467590575138,0.9237498644341832,0.1,46.88366216898225
10,0.0016495179497768517,0.0016686321064014295,6.118079122461374e-06,0,0,0,0.0016125532599095029,7.879340501387318e-05,6.077819191034762e-06,0.0017331875665515474,0.07454380606009157,1.8876937111468189e-06,9.022168049547391e-15,-9.31463023032264e-13,9.169131654027801e-20,0.19701345603772247,97.75906107160887,500,95,97.72535303319961,0.9237498644341832,0.1,46.88765341273498
11,0.0016495179497768517,0.0016686321064014295,6.118079122461374e-06,0,0,0,0.0016125564324383603,7.879356867792383e-05,6.077822503019893e-06,0.0017330803165975198,0.07454558445856721,1.8875836300471008e-06,1.4987099424988368e-13,-1.2836007647412662e-11,1.7022318215157242e-18,0.19700873729772664,97.7592534022748,500,95,97.72554360636123,0.9237498644341832,0.1,46.88877646264893
12,0.0016495179497768517,0.0016686321064014295,6.118079122461374e-06,0,0,0,0.0016125573255155023,7.879361474986873e-05,6.077823435157877e-06,0.0017330501450656037,0.07454608475499903,1.8875526622396817e-06,7.358954483109581e-16,-7.314179643891361e-14,-3.441071348220595e-21,0.19700740770427017,97.75930754397977,500,95,97.7255972167874,0.9237498644341832,0.1,46.88909291273115
13,0.0016495179497768517,0.0016686321064014295,6.118079122461374e-06,0,0,0,0.0016125575766008239,7.879362770277674e-05,6.077823697267886e-06,0.0017330416578831287,0.07454622548771782,1.8875439510269335e-06,2.0328790734103208e-20,-3.838075690598686e-17,6.749793798432706e-22,0.19700703416729456,97.75932276571905,500,95,97.72561229717228,0.9237498644341832,0.1,46.88918181722144
14,0.0016495179497768517,0.0016686321064014295,6.118079122461374e-06,0,0,0,0.0016125576472237936,7.87936313460486e-05,6.077823770992001e-06,0.0017330392706552788,0.07454626507224299,1.8875415007848657e-06,3.821812658011403e-18,-3.163701939312702e-16,-6.418921553411495e-22,0.1970069291039244,97.75932704714985,500,95,97.72561653889038,0.9237498644341832,0.1,46.88920682312092
15,0.0016495179497768517,0.0016686321064014295,6.118079122461374e-06,0,0,0,0.0016125576668743835,7.879363235961934e-05,6.077823791586829e-06,0.0017330385988769054,0.07454627621208311,1.8875408112288184e-06,7.753842598372251e-14,-5.528935816123681e-12,8.602678370551488e-19,0.1970069002801861,97.75932823844275,500,95,97.72561773254765,0.9237498644341832,0.1,46.88921368339954
