Stages,C_Pt_in [M],C_Pd_in [M],C_Rh_in [M],q_Pt_in [mol PGM/mol ddFc],q_Pd_in [mol PGM/mol ddFc],q_Rh_in [mol PGM/mol ddFc],C_Pt_out [M],C_Pd_out [M],C_Rh_out [M],q_Pt_out [mol PGM/mol ligand],q_Pd_out [mol PGM/mol ligand],q_Rh_out [mol PGM/mol ligand],Material Residual Pt [mol PGM/time],Material Residual Pd [mol PGM/time],Material Residual Rh [mol PGM/time],Q_org [L/time],Pt Recovery [%],PPM Mass Total [mg/L],Pt Relative Purity [%],Pd Relative Purity Org [%],Q_aq [L/time],C_lig [L/time],Q_aq/(Q_org*C_lig) [1/M]
2,0.0016497547404507671,0.00166899542641486,5.293488823565772e-06,0,0,0,0.0015141584359876002,7.452429192998766e-05,5.168257332519171e-06,0.0036303227733380534,0.04268880994847451,3.3528254009979777e-06,-6.14742631799281e-17,1.0516761073109393e-15,-5.804822666652127e-20,0.34496320734933955,91.78082043721739,500,95,92.1556981327449,0.9235707363570584,0.1,26.77302148984749
3,0.0016497547404507671,0.00166899542641486,5.293488823565772e-06,0,0,0,0.0015863261656080378,7.825610234884547e-05,5.234748473212236e-06,0.002479594082205449,0.062186291022075506,2.296318740953062e-06,-1.0977546996415732e-18,2.233456475320139e-17,-6.683619349428464e-22,0.23625147355358742,96.1552724603538,500,95,96.16211505205118,0.9235707363570584,0.1,39.092697389994086
4,0.0016497547404507671,0.00166899542641486,5.293488823565772e-06,0,0,0,0.00160484110276429,7.921383911739536e-05,5.2514820850607566e-06,0.0019874314128748073,0.07034793947888765,1.8588009331928995e-06,-9.499684567627897e-15,-1.225005340221852e-13,-3.0419335416066078e-18,0.20871624133218034,97.2775566825039,500,95,97.24997733219958,0.9235707363570584,0.1,44.250065565676714
5,0.0016497547404507671,0.00166899542641486,5.293488823565772e-06,0,0,0,0.0016104434299855498,7.95036390635301e-05,5.256541492222768e-06,0.0018118215215441602,0.07325818942578978,1.7028679354278034e-06,-4.478432598722937e-17,1.8886801844697487e-16,-3.5323920878464494e-20,0.2003882585665677,97.61714214232377,500,95,97.58427735652585,0.9235707363570584,0.1,46.08906444736901
6,0.0016497547404507671,0.00166899542641486,5.293488823565772e-06,0,0,0,0.0016121251668739435,7.959063299478471e-05,5.258060201818842e-06,0.0017562211344662026,0.07417958866123206,1.6534998503222374e-06,-2.1277467635028025e-18,-1.481020167615199e-16,-1.4227506535912076e-21,0.19788836550879094,97.719080742478,500,95,97.68510224330925,0.9235707363570584,0.1,46.67130045682397
7,0.0016497547404507671,0.00166899542641486,5.293488823565772e-06,0,0,0,0.0016126140465995632,7.961592181631398e-05,5.258501688926002e-06,0.0017397936232529212,0.07445182198562034,1.638913747439085e-06,-4.275822317739708e-18,-1.6740081543176188e-15,-4.089580948462169e-21,0.1971616490054577,97.74871422154206,500,95,97.71445313904611,0.9235707363570584,0.1,46.84332581999721
8,0.0016497547404507671,0.00166899542641486,5.293488823565772e-06,0,0,0,0.001612753354431072,7.962312800429798e-05,5.2586274920743036e-06,0.0017350903567161942,0.0745297635432536,1.634737684416352e-06,5.051792588851162e-15,-1.1757461323980145e-12,2.2565487110446595e-20,0.1969545689370663,97.75715837557858,500,95,97.7228201724982,0.9235707363570584,0.1,46.89257737667262
9,0.0016497547404507671,0.00166899542641486,5.293488823565772e-06,0,0,0,0.0016127927016458946,7.962516334515623e-05,5.258663024913289e-06,0.001733760138338789,0.07455180764596178,1.6335565743087932e-06,3.744563253221811e-17,-4.855491009259083e-15,-1.4227506535912076e-21,0.19689607945967283,97.75954340978143,500,95,97.7251836947605,0.9235707363570584,0.1,46.90650717330403
10,0.0016497547404507671,0.00166899542641486,5.293488823565772e-06,0,0,0,0.00161280377779828,7.962573632965973e-05,5.258673027334113e-06,0.001733385541237059,0.074558015391502,1.6332239669370092e-06,6.1825409158541844e-15,-6.402927233556399e-13,5.872982349126496e-20,0.19687961488084071,97.76021479153981,500,95,97.72584904456642,0.9235707363570584,0.1,46.91042985410347
11,0.0016497547404507671,0.00166899542641486,5.293488823565772e-06,0,0,0,0.0016128068920360718,7.962589742536835e-05,5.258675839669804e-06,0.0017332802067097472,0.07455976097336182,1.6331304396846176e-06,1.9981439463093165e-15,-1.9890859792592863e-13,1.42341239808125e-20,0.1968749855509386,97.76040356128331,500,95,97.72603611873546,0.9235707363570584,0.1,46.91153290868929
