S1 Stages,S1 C_Pt_in [M],S1 C_Pd_in [M],S1 C_Rh_in [M],S1 q_Pt_in [mol PGM/mol ligand],S1 q_Pd_in [mol PGM/mol ligand],S1 q_Rh_in [mol PGM/mol ligand],S1 C_Pt_out [M],S1 C_Pd_out [M],S1 C_Rh_out [M],S1 q_Pt_out [mol PGM/mol ligand],S1 q_Pd_out [mol PGM/mol ligand],S1 q_Rh_out [mol PGM/mol ligand],S1 Material Residual Pt [mol PGM/time],S1 Material Residual Pd [mol PGM/time],S1 Material Residual Rh [mol PGM/time],S1 Q_org [L/time],S1 PGM Recovery [%],S1 PPM Mass Total Feed [mg/L],S1 PGM Relative Purity [%],S1 Q_aq [L/time],S1 C_lig [L/time],S1 Q_aq/(Q_org*C_lig) [1/M],S1 Ligand,S1 q_max_Pt,S1 q_max_Pd,S1 q_max_Rh,S1 K_eq_Pt,S1 K_eq_Pd,S1 K_eq_Rh,S2 Stages,S2 C_Pt_in [M],S2 C_Pd_in [M],S2 C_Rh_in [M],S2 q_Pt_in [mol PGM/mol ligand],S2 q_Pd_in [mol PGM/mol ligand],S2 q_Rh_in [mol PGM/mol ligand],S2 C_Pt_out [M],S2 C_Pd_out [M],S2 C_Rh_out [M],S2 q_Pt_out [mol PGM/mol ligand],S2 q_Pd_out [mol PGM/mol ligand],S2 q_Rh_out [mol PGM/mol ligand],S2 Material Residual Pt [mol PGM/time],S2 Material Residual Pd [mol PGM/time],S2 Material Residual Rh [mol PGM/time],S2 Q_org [L/time],S2 PGM Recovery [%],S2 PPM Mass Total Feed [mg/L],S2 PGM Relative Purity [%],S2 Q_aq [L/time],S2 C_lig [L/time],S2 Q_aq/(Q_org*C_lig) [1/M],S2 Ligand,S2 q_max_Pt,S2 q_max_Pd,S2 q_max_Rh,S2 K_eq_Pt,S2 K_eq_Pd,S2 K_eq_Rh
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.630035885023081e-05,7.44748596071285e-07,0.00032385704147932425,0.08072710927975123,0.08155048494401594,0.000988978489954667,-9.80118763926896e-17,1.942890293094024e-16,-4.353749348887104e-18,0.18892482409907896,94.5453997184914,500.0,95,1,0.1,52.93110658002063,ddFc,0.283184293825222,0.56945642916197,0.00376986289722275,1822.21079088769,2662.60590731049,2401.50309384427,4,0.0016455478770638068,0.0016623316327122539,2.015941694340931e-05,0,0,0,0.0015983351284394305,6.413185146006508e-05,1.9991050036773995e-05,0.0020409858515868695,0.06908945648338398,7.278425517058477e-06,-1.429791614965259e-18,2.42861286636753e-17,-3.785178483042655e-21,0.2143962554997401,99.16482253872745,500.0,95,0.9268253530196585,0.1,43.229549455483934,coeFc,0.018775015,0.104929611,0.001814625,285.1951444,2169.894489,866.4940906
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.630035885023081e-05,7.44748596071285e-07,0.00032385704147932425,0.08072710927975123,0.08155048494401594,0.000988978489954667,-9.80118763926896e-17,1.942890293094024e-16,-4.353749348887104e-18,0.18892482409907896,94.5453997184914,500.0,95,1,0.1,52.93110658002063,ddFc,0.283184293825222,0.56945642916197,0.00376986289722275,1822.21079088769,2662.60590731049,2401.50309384427,5,0.0016455478770638068,0.0016623316327122539,2.015941694340931e-05,0,0,0,0.0016052842060858804,6.44736193476046e-05,2.001502307892956e-05,0.0018300133711606798,0.07262381841079292,6.562807024017532e-06,-1.0199428649750042e-15,-2.9988815250514556e-14,-1.2040043949627845e-18,0.20391867981453893,99.28373987757142,500.0,95,0.9268253530196585,0.1,45.45073329537993,coeFc,0.018775015,0.104929611,0.001814625,285.1951444,2169.894489,866.4940906
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.630035885023081e-05,7.44748596071285e-07,0.00032385704147932425,0.08072710927975123,0.08155048494401594,0.000988978489954667,-9.80118763926896e-17,1.942890293094024e-16,-4.353749348887104e-18,0.18892482409907896,94.5453997184914,500.0,95,1,0.1,52.93110658002063,ddFc,0.283184293825222,0.56945642916197,0.00376986289722275,1822.21079088769,2662.60590731049,2401.50309384427,6,0.0016455478770638068,0.0016623316327122539,2.015941694340931e-05,0,0,0,0.0016074437416456954,6.457982937468653e-05,2.002247281880912e-05,0.0017599625536051295,0.07379732706105357,6.325206662949802e-06,-1.5043305143236374e-18,1.5178830414797062e-17,-9.290892640195607e-21,0.20066267141911578,99.32069402113852,500.0,95,0.9268253530196585,0.1,46.18822955286172,coeFc,0.018775015,0.104929611,0.001814625,285.1951444,2169.894489,866.4940906
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.630035885023081e-05,7.44748596071285e-07,0.00032385704147932425,0.08072710927975123,0.08155048494401594,0.000988978489954667,-9.80118763926896e-17,1.942890293094024e-16,-4.353749348887104e-18,0.18892482409907896,94.5453997184914,500.0,95,1,0.1,52.93110658002063,ddFc,0.283184293825222,0.56945642916197,0.00376986289722275,1822.21079088769,2662.60590731049,2401.50309384427,7,0.0016455478770638068,0.0016623316327122539,2.015941694340931e-05,0,0,0,0.0016080894913666844,6.461158856424936e-05,2.0024700455054853e-05,0.0017385721005278864,0.07415566478692558,6.2526540793270075e-06,-2.2083843000814118e-17,-3.7493879528893714e-15,-5.915995740979254e-20,0.19968905250902555,99.33174412368855,500.0,95,0.9268253530196585,0.1,46.41342834644216,coeFc,0.018775015,0.104929611,0.001814625,285.1951444,2169.894489,866.4940906
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.630035885023081e-05,7.44748596071285e-07,0.00032385704147932425,0.08072710927975123,0.08155048494401594,0.000988978489954667,-9.80118763926896e-17,1.942890293094024e-16,-4.353749348887104e-18,0.18892482409907896,94.5453997184914,500.0,95,1,0.1,52.93110658002063,ddFc,0.283184293825222,0.56945642916197,0.00376986289722275,1822.21079088769,2662.60590731049,2401.50309384427,8,0.0016455478770638068,0.0016623316327122539,2.015941694340931e-05,0,0,0,0.0016082776767734565,6.462084387810516e-05,2.0025349636286922e-05,0.0017322991543913004,0.07426075059824791,6.231377372564157e-06,8.223673478302551e-17,-2.27977359212872e-14,-1.8290617704772548e-20,0.19940531895758434,99.33496436182287,500.0,95,0.9268253530196585,0.1,46.47946994918446,coeFc,0.018775015,0.104929611,0.001814625,285.1951444,2169.894489,866.4940906
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.630035885023081e-05,7.44748596071285e-07,0.00032385704147932425,0.08072710927975123,0.08155048494401594,0.000988978489954667,-9.80118763926896e-17,1.942890293094024e-16,-4.353749348887104e-18,0.18892482409907896,94.5453997184914,500.0,95,1,0.1,52.93110658002063,ddFc,0.283184293825222,0.56945642916197,0.00376986289722275,1822.21079088769,2662.60590731049,2401.50309384427,9,0.0016455478770638068,0.0016623316327122539,2.015941694340931e-05,0,0,0,0.0016083318712016063,6.462350918960477e-05,2.0025536590245218e-05,0.0017304893324093153,0.0742910691450509,6.225238781442534e-06,2.1027559034270116e-15,-3.1233609448788613e-13,8.708557488958275e-21,0.1993236082021359,99.3358917396276,500.0,95,0.9268253530196585,0.1,46.498523751374016,coeFc,0.018775015,0.104929611,0.001814625,285.1951444,2169.894489,866.4940906
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.630035885023081e-05,7.44748596071285e-07,0.00032385704147932425,0.08072710927975123,0.08155048494401594,0.000988978489954667,-9.80118763926896e-17,1.942890293094024e-16,-4.353749348887104e-18,0.18892482409907896,94.5453997184914,500.0,95,1,0.1,52.93110658002063,ddFc,0.283184293825222,0.56945642916197,0.00376986289722275,1822.21079088769,2662.60590731049,2401.50309384427,10,0.0016455478770638068,0.0016623316327122539,2.015941694340931e-05,0,0,0,0.0016083474060022442,6.462427329112851e-05,2.0025590180477726e-05,0.0017299702748473568,0.07429976451454821,6.223478231433512e-06,1.849919956803392e-18,-4.378008372496467e-16,-4.9498487855173176e-21,0.19930018582065392,99.33615757188188,500.0,95,0.9268253530196585,0.1,46.503988403387105,coeFc,0.018775015,0.104929611,0.001814625,285.1951444,2169.894489,866.4940906
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.630035885023081e-05,7.44748596071285e-07,0.00032385704147932425,0.08072710927975123,0.08155048494401594,0.000988978489954667,-9.80118763926896e-17,1.942890293094024e-16,-4.353749348887104e-18,0.18892482409907896,94.5453997184914,500.0,95,1,0.1,52.93110658002063,ddFc,0.283184293825222,0.56945642916197,0.00376986289722275,1822.21079088769,2662.60590731049,2401.50309384427,11,0.0016455478770638068,0.0016623316327122539,2.015941694340931e-05,0,0,0,0.001608351851582627,6.462449193531263e-05,2.0025605516349855e-05,0.0017298217140333373,0.07430225323886994,6.222974339834949e-06,1.3552527156068805e-19,-2.168404344971009e-19,2.4616895029578104e-21,0.1992934830673433,99.33623364487632,500.0,95,0.9268253530196585,0.1,46.50555245233356,coeFc,0.018775015,0.104929611,0.001814625,285.1951444,2169.894489,866.4940906
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.630035885023081e-05,7.44748596071285e-07,0.00032385704147932425,0.08072710927975123,0.08155048494401594,0.000988978489954667,-9.80118763926896e-17,1.942890293094024e-16,-4.353749348887104e-18,0.18892482409907896,94.5453997184914,500.0,95,1,0.1,52.93110658002063,ddFc,0.283184293825222,0.56945642916197,0.00376986289722275,1822.21079088769,2662.60590731049,2401.50309384427,12,0.0016455478770638068,0.0016623316327122539,2.015941694340931e-05,0,0,0,0.0016083531230386603,6.462455446797586e-05,2.002560990247843e-05,0.0017297792231324139,0.07430296505604249,6.2228302183306834e-06,6.776263578034403e-20,2.168404344971009e-19,3.8381180422460484e-21,0.19929156604973708,99.33625540209572,500.0,95,0.9268253530196585,0.1,46.5059997967175,coeFc,0.018775015,0.104929611,0.001814625,285.1951444,2169.894489,866.4940906
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.630035885023081e-05,7.44748596071285e-07,0.00032385704147932425,0.08072710927975123,0.08155048494401594,0.000988978489954667,-9.80118763926896e-17,1.942890293094024e-16,-4.353749348887104e-18,0.18892482409907896,94.5453997184914,500.0,95,1,0.1,52.93110658002063,ddFc,0.283184293825222,0.56945642916197,0.00376986289722275,1822.21079088769,2662.60590731049,2401.50309384427,13,0.0016455478770638068,0.0016623316327122539,2.015941694340931e-05,0,0,0,0.0016083534866108602,6.462457234914473e-05,2.0025611156689742e-05,0.0017297670727280737,0.07430316860236147,6.2227890063413925e-06,2.630545520992955e-17,-2.127855183720051e-15,-5.293955920339377e-22,0.1992910178797012,99.33626162356191,500.0,95,0.9268253530196585,0.1,46.50612771615837,coeFc,0.018775015,0.104929611,0.001814625,285.1951444,2169.894489,866.4940906
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.72089609112877e-05,2.876878481832443e-07,0.0003324363264299464,0.10920586178936212,0.11041821555344994,0.0007239882570300988,-2.168404344971009e-18,2.3635607360183997e-17,-7.453889935837843e-20,0.13957372480144073,97.04999841812226,500.0,95,1,0.1,71.64672300768731,ddFc,0.283184293825222,0.56945642916197,0.00376986289722275,1822.21079088769,2662.60590731049,2401.50309384427,4,0.0016481650483119758,0.0016664622263884885,1.0926630870116459e-05,0,0,0,0.0016024673892141533,7.350202412580137e-05,1.0838364815948542e-05,0.002005529949341608,0.06991013230914693,3.873726108486852e-06,-3.2526065174565133e-19,2.6020852139652106e-18,7.940933880509066e-23,0.21072386371722857,99.19219331908322,500.00000000000017,95,0.9248023379517415,0.1,43.886929635683714,coeFc,0.018775015,0.104929611,0.001814625,285.1951444,2169.894489,866.4940906
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.72089609112877e-05,2.876878481832443e-07,0.0003324363264299464,0.10920586178936212,0.11041821555344994,0.0007239882570300988,-2.168404344971009e-18,2.3635607360183997e-17,-7.453889935837843e-20,0.13957372480144073,97.04999841812226,500.0,95,1,0.1,71.64672300768731,ddFc,0.283184293825222,0.56945642916197,0.00376986289722275,1822.21079088769,2662.60590731049,2401.50309384427,5,0.0016481650483119758,0.0016664622263884885,1.0926630870116459e-05,0,0,0,0.001608525326006191,7.380955703233665e-05,1.0849670652201829e-05,0.0018177669083220076,0.07303460141475035,3.529180560420935e-06,-2.4283418158244086e-16,-3.6784811308088194e-15,-2.657433523112359e-19,0.20167001443672689,99.29566378850492,500.00000000000017,95,0.9248023379517415,0.1,45.85720591803172,coeFc,0.018775015,0.104929611,0.001814625,285.1951444,2169.894489,866.4940906
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.72089609112877e-05,2.876878481832443e-07,0.0003324363264299464,0.10920586178936212,0.11041821555344994,0.0007239882570300988,-2.168404344971009e-18,2.3635607360183997e-17,-7.453889935837843e-20,0.13957372480144073,97.04999841812226,500.0,95,1,0.1,71.64672300768731,ddFc,0.283184293825222,0.56945642916197,0.00376986289722275,1822.21079088769,2662.60590731049,2401.50309384427,6,0.0016481650483119758,0.0016664622263884885,1.0926630870116459e-05,0,0,0,0.001610366744638488,7.390303730705729e-05,1.0853107147603806e-05,0.0017573051240825524,0.07404068837486537,3.418238432844349e-06,-3.209238430557093e-17,-6.450135564550763e-15,-2.5794800221853615e-20,0.19891798600503832,99.32711442908047,500.00000000000017,95,0.9248023379517415,0.1,46.491639922813086,coeFc,0.018775015,0.104929611,0.001814625,285.1951444,2169.894489,866.4940906
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.72089609112877e-05,2.876878481832443e-07,0.0003324363264299464,0.10920586178936212,0.11041821555344994,0.0007239882570300988,-2.168404344971009e-18,2.3635607360183997e-17,-7.453889935837843e-20,0.13957372480144073,97.04999841812226,500.0,95,1,0.1,71.64672300768731,ddFc,0.283184293825222,0.56945642916197,0.00376986289722275,1822.21079088769,2662.60590731049,2401.50309384427,7,0.0016481650483119758,0.0016664622263884885,1.0926630870116459e-05,0,0,0,0.001610907548373777,7.393049140347528e-05,1.0854116405669373e-05,0.0017392290632195313,0.07434147452292172,3.3850705039854397e-06,6.237733582697275e-15,-2.31652956365902e-12,-1.8555315500789517e-20,0.19810974742489287,99.33635111033715,500.00000000000017,95,0.9248023379517415,0.1,46.68131427012956,coeFc,0.018775015,0.104929611,0.001814625,285.1951444,2169.894489,866.4940906
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.72089609112877e-05,2.876878481832443e-07,0.0003324363264299464,0.10920586178936212,0.11041821555344994,0.0007239882570300988,-2.168404344971009e-18,2.3635607360183997e-17,-7.453889935837843e-20,0.13957372480144073,97.04999841812226,500.0,95,1,0.1,71.64672300768731,ddFc,0.283184293825222,0.56945642916197,0.00376986289722275,1822.21079088769,2662.60590731049,2401.50309384427,8,0.0016481650483119758,0.0016664622263884885,1.0926630870116459e-05,0,0,0,0.0016110629319685168,7.393837950766855e-05,1.0854406385410066e-05,0.0017340081480682356,0.07442835068817118,3.3754906003628197e-06,-2.236166980751353e-19,-1.3010426069826053e-18,-9.26442286059391e-23,0.19787752425277785,99.3390049909719,500.00000000000017,95,0.9248023379517415,0.1,46.736098070964154,coeFc,0.018775015,0.104929611,0.001814625,285.1951444,2169.894489,866.4940906
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.72089609112877e-05,2.876878481832443e-07,0.0003324363264299464,0.10920586178936212,0.11041821555344994,0.0007239882570300988,-2.168404344971009e-18,2.3635607360183997e-17,-7.453889935837843e-20,0.13957372480144073,97.04999841812226,500.0,95,1,0.1,71.64672300768731,ddFc,0.283184293825222,0.56945642916197,0.00376986289722275,1822.21079088769,2662.60590731049,2401.50309384427,9,0.0016481650483119758,0.0016664622263884885,1.0926630870116459e-05,0,0,0,0.001611107139600595,7.394062367987458e-05,1.0854488886514816e-05,0.0017325205234784535,0.07445310480050851,3.3727609447702976e-06,6.347529381452166e-16,-7.98146271296929e-14,-9.926167350636332e-22,0.197811455338171,99.33976003711312,500.00000000000017,95,0.9248023379517415,0.1,46.75170790138186,coeFc,0.018775015,0.104929611,0.001814625,285.1951444,2169.894489,866.4940906
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.72089609112877e-05,2.876878481832443e-07,0.0003324363264299464,0.10920586178936212,0.11041821555344994,0.0007239882570300988,-2.168404344971009e-18,2.3635607360183997e-17,-7.453889935837843e-20,0.13957372480144073,97.04999841812226,500.0,95,1,0.1,71.64672300768731,ddFc,0.283184293825222,0.56945642916197,0.00376986289722275,1822.21079088769,2662.60590731049,2401.50309384427,10,0.0016481650483119758,0.0016664622263884885,1.0926630870116459e-05,0,0,0,0.0016111196692703673,7.394125979598498e-05,1.0854512269703255e-05,0.001732098703183169,0.0744601239020131,3.3719869428578694e-06,4.705355435797795e-14,-4.602298143280281e-12,6.07441737189541e-19,0.1977927299291527,99.33997403892866,500.00000000000017,95,0.9248023379517415,0.1,46.75613397332632,coeFc,0.018775015,0.104929611,0.001814625,285.1951444,2169.894489,866.4940906
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.72089609112877e-05,2.876878481832443e-07,0.0003324363264299464,0.10920586178936212,0.11041821555344994,0.0007239882570300988,-2.168404344971009e-18,2.3635607360183997e-17,-7.453889935837843e-20,0.13957372480144073,97.04999841812226,500.0,95,1,0.1,71.64672300768731,ddFc,0.283184293825222,0.56945642916197,0.00376986289722275,1822.21079088769,2662.60590731049,2401.50309384427,11,0.0016481650483119758,0.0016664622263884885,1.0926630870116459e-05,0,0,0,0.0016111232159845713,7.394143984744354e-05,1.0854518888559956e-05,0.001731979293166042,0.07446211088713521,3.3717678364587686e-06,6.098637220230962e-19,-1.1882855810441129e-16,-2.6999175193730823e-21,0.19778742894656146,99.34003461438672,500.00000000000017,95,0.9248023379517415,0.1,46.75738710378839,coeFc,0.018775015,0.104929611,0.001814625,285.1951444,2169.894489,866.4940906
