S1 Stages,S1 C_Pt_in [M],S1 C_Pd_in [M],S1 C_Rh_in [M],S1 q_Pt_in [mol PGM/mol ligand],S1 q_Pd_in [mol PGM/mol ligand],S1 q_Rh_in [mol PGM/mol ligand],S1 C_Pt_out [M],S1 C_Pd_out [M],S1 C_Rh_out [M],S1 q_Pt_out [mol PGM/mol ligand],S1 q_Pd_out [mol PGM/mol ligand],S1 q_Rh_out [mol PGM/mol ligand],S1 Material Residual Pt [mol PGM/time],S1 Material Residual Pd [mol PGM/time],S1 Material Residual Rh [mol PGM/time],S1 Q_org [L/time],S1 PGM Recovery [%],S1 PPM Mass Total Feed [mg/L],S1 PGM Relative Purity [%],S1 Q_aq [L/time],S1 C_lig [L/time],S1 Q_aq/(Q_org*C_lig) [1/M],S1 Ligand,S1 q_max_Pt,S1 q_max_Pd,S1 q_max_Rh,S1 K_eq_Pt,S1 K_eq_Pd,S1 K_eq_Rh,S2 Stages,S2 C_Pt_in [M],S2 C_Pd_in [M],S2 C_Rh_in [M],S2 q_Pt_in [mol PGM/mol ligand],S2 q_Pd_in [mol PGM/mol ligand],S2 q_Rh_in [mol PGM/mol ligand],S2 C_Pt_out [M],S2 C_Pd_out [M],S2 C_Rh_out [M],S2 q_Pt_out [mol PGM/mol ligand],S2 q_Pd_out [mol PGM/mol ligand],S2 q_Rh_out [mol PGM/mol ligand],S2 Material Residual Pt [mol PGM/time],S2 Material Residual Pd [mol PGM/time],S2 Material Residual Rh [mol PGM/time],S2 Q_org [L/time],S2 PGM Recovery [%],S2 PPM Mass Total Feed [mg/L],S2 PGM Relative Purity [%],S2 Q_aq [L/time],S2 C_lig [L/time],S2 Q_aq/(Q_org*C_lig) [1/M],S2 Ligand,S2 q_max_Pt,S2 q_max_Pd,S2 q_max_Rh,S2 K_eq_Pt,S2 K_eq_Pd,S2 K_eq_Rh
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.6883817152052205e-05,7.524787878421049e-07,0.0003350896228579361,0.09721760251551002,0.09824626536622845,0.0004751784067138543,-6.938893903907228e-18,9.69276742202041e-17,-1.1858461261560205e-19,0.1568185178733732,97.82459010280526,500.0,95,1,0.1,63.76797928975923,ddFc,0.2874339873070623,0.5633378470100759,0.0037191418408522,1696.5240085302196,2561.2386015525567,1020.16862396177,4,0.0016494408121342137,0.0016668936030280297,8.062106416928951e-06,0,0,0,0.0016014467922052453,7.63111387902487e-05,7.975534483715764e-06,0.002056686339295364,0.06816118404765302,3.709864534449128e-06,-2.5518188907433514e-15,-1.4710238235848827e-14,-1.984293792951406e-18,0.21568730282906087,98.9261871682641,499.99999999999994,95,0.9242841710675754,0.1,42.852970895560794,coeFc,0.0183662724006981,0.1039955197449347,0.0017571099868139,291.30198303299375,2089.919122944641,1131.7846928182564
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.6883817152052205e-05,7.524787878421049e-07,0.0003350896228579361,0.09721760251551002,0.09824626536622845,0.0004751784067138543,-6.938893903907228e-18,9.69276742202041e-17,-1.1858461261560205e-19,0.1568185178733732,97.82459010280526,500.0,95,1,0.1,63.76797928975923,ddFc,0.2874339873070623,0.5633378470100759,0.0037191418408522,1696.5240085302196,2561.2386015525567,1020.16862396177,5,0.0016494408121342137,0.0016668936030280297,8.062106416928951e-06,0,0,0,0.0016078445953396669,7.663667272531731e-05,7.986727029404369e-06,0.0018657776086433372,0.07133018339628415,3.3811049233458875e-06,-2.1297796425762128e-17,2.0729945537922845e-16,-3.40136667881805e-20,0.20606274071148287,99.0650162175198,499.99999999999994,95,0.9242841710675754,0.1,44.85450246251478,coeFc,0.0183662724006981,0.1039955197449347,0.0017571099868139,291.30198303299375,2089.919122944641,1131.7846928182564
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.6883817152052205e-05,7.524787878421049e-07,0.0003350896228579361,0.09721760251551002,0.09824626536622845,0.0004751784067138543,-6.938893903907228e-18,9.69276742202041e-17,-1.1858461261560205e-19,0.1568185178733732,97.82459010280526,500.0,95,1,0.1,63.76797928975923,ddFc,0.2874339873070623,0.5633378470100759,0.0037191418408522,1696.5240085302196,2561.2386015525567,1020.16862396177,6,0.0016494408121342137,0.0016668936030280297,8.062106416928951e-06,0,0,0,0.0016098471111111047,7.673856515414643e-05,7.990230167500347e-06,0.0018023036529595297,0.07238379235776378,3.271803937464469e-06,-2.5004412602946946e-18,-1.0625181290357943e-16,-3.2690177808095654e-21,0.20305030769676902,99.10846811352333,499.99999999999994,95,0.9242841710675754,0.1,45.519959144700316,coeFc,0.0183662724006981,0.1039955197449347,0.0017571099868139,291.30198303299375,2089.919122944641,1131.7846928182564
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.6883817152052205e-05,7.524787878421049e-07,0.0003350896228579361,0.09721760251551002,0.09824626536622845,0.0004751784067138543,-6.938893903907228e-18,9.69276742202041e-17,-1.1858461261560205e-19,0.1568185178733732,97.82459010280526,500.0,95,1,0.1,63.76797928975923,ddFc,0.2874339873070623,0.5633378470100759,0.0037191418408522,1696.5240085302196,2561.2386015525567,1020.16862396177,7,0.0016494408121342137,0.0016668936030280297,8.062106416928951e-06,0,0,0,0.0016104538957352824,7.676943969903037e-05,7.99129165545852e-06,0.001782696843989508,0.07270924682820043,3.2380414621523444e-06,-6.308701391150029e-18,-1.42485849508045e-15,-1.0892314306098268e-20,0.20213750771909444,99.12163449837708,499.99999999999994,95,0.9242841710675754,0.1,45.725515343348874,coeFc,0.0183662724006981,0.1039955197449347,0.0017571099868139,291.30198303299375,2089.919122944641,1131.7846928182564
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.6883817152052205e-05,7.524787878421049e-07,0.0003350896228579361,0.09721760251551002,0.09824626536622845,0.0004751784067138543,-6.938893903907228e-18,9.69276742202041e-17,-1.1858461261560205e-19,0.1568185178733732,97.82459010280526,500.0,95,1,0.1,63.76797928975923,ddFc,0.2874339873070623,0.5633378470100759,0.0037191418408522,1696.5240085302196,2561.2386015525567,1020.16862396177,8,0.0016494408121342137,0.0016668936030280297,8.062106416928951e-06,0,0,0,0.0016106337233207473,7.677858972468527e-05,7.991606239564e-06,0.0017768520794749418,0.07280626438054201,3.2279769130941573e-06,-4.404571325722362e-19,-3.686287386450715e-17,-7.279189390466644e-22,0.20186698898481292,99.12553650722207,499.99999999999994,95,0.9242841710675754,0.1,45.78679137761906,coeFc,0.0183662724006981,0.1039955197449347,0.0017571099868139,291.30198303299375,2089.919122944641,1131.7846928182564
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.6883817152052205e-05,7.524787878421049e-07,0.0003350896228579361,0.09721760251551002,0.09824626536622845,0.0004751784067138543,-6.938893903907228e-18,9.69276742202041e-17,-1.1858461261560205e-19,0.1568185178733732,97.82459010280526,500.0,95,1,0.1,63.76797928975923,ddFc,0.2874339873070623,0.5633378470100759,0.0037191418408522,1696.5240085302196,2561.2386015525567,1020.16862396177,9,0.0016494408121342137,0.0016668936030280297,8.062106416928951e-06,0,0,0,0.001610686463860956,7.678127321066565e-05,7.991698502024826e-06,0.0017751349319149613,0.07283476740274149,3.2250200248072404e-06,-1.4230153513872246e-19,-4.0766001685454967e-17,-1.4293680984916318e-21,0.2017876501949664,99.12668090368689,499.99999999999994,95,0.9242841710675754,0.1,45.804793810450526,coeFc,0.0183662724006981,0.1039955197449347,0.0017571099868139,291.30198303299375,2089.919122944641,1131.7846928182564
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.6883817152052205e-05,7.524787878421049e-07,0.0003350896228579361,0.09721760251551002,0.09824626536622845,0.0004751784067138543,-6.938893903907228e-18,9.69276742202041e-17,-1.1858461261560205e-19,0.1568185178733732,97.82459010280526,500.0,95,1,0.1,63.76797928975923,ddFc,0.2874339873070623,0.5633378470100759,0.0037191418408522,1696.5240085302196,2561.2386015525567,1020.16862396177,10,0.0016494408121342137,0.0016668936030280297,8.062106416928951e-06,0,0,0,0.001610701867321064,7.678205704021462e-05,7.991725448302825e-06,0.0017746331650370629,0.07284309625741972,3.224155993874666e-06,1.2516233167080004e-15,-1.1362395399561187e-13,1.4042218078700198e-20,0.20176447842196835,99.12701513740456,499.99999999999994,95,0.9242841710675754,0.1,45.81005429184299,coeFc,0.0183662724006981,0.1039955197449347,0.0017571099868139,291.30198303299375,2089.919122944641,1131.7846928182564
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.6883817152052205e-05,7.524787878421049e-07,0.0003350896228579361,0.09721760251551002,0.09824626536622845,0.0004751784067138543,-6.938893903907228e-18,9.69276742202041e-17,-1.1858461261560205e-19,0.1568185178733732,97.82459010280526,500.0,95,1,0.1,63.76797928975923,ddFc,0.2874339873070623,0.5633378470100759,0.0037191418408522,1696.5240085302196,2561.2386015525567,1020.16862396177,11,0.0016494408121342137,0.0016668936030280297,8.062106416928951e-06,0,0,0,0.001610706359157779,7.678228559682306e-05,7.991733306163385e-06,0.0017744868221431349,0.07284552541075721,3.2239039948064597e-06,1.8789901275531595e-16,-1.5367698433244037e-14,1.1249656330721176e-21,0.20175772124164068,99.12711260399892,499.99999999999994,95,0.9242841710675754,0.1,45.81158854191166,coeFc,0.0183662724006981,0.1039955197449347,0.0017571099868139,291.30198303299375,2089.919122944641,1131.7846928182564
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.6883817152052205e-05,7.524787878421049e-07,0.0003350896228579361,0.09721760251551002,0.09824626536622845,0.0004751784067138543,-6.938893903907228e-18,9.69276742202041e-17,-1.1858461261560205e-19,0.1568185178733732,97.82459010280526,500.0,95,1,0.1,63.76797928975923,ddFc,0.2874339873070623,0.5633378470100759,0.0037191418408522,1696.5240085302196,2561.2386015525567,1020.16862396177,12,0.0016494408121342137,0.0016668936030280297,8.062106416928951e-06,0,0,0,0.0016107076683224589,7.678235221007202e-05,7.991735596370092e-06,0.0017744441680293745,0.07284623342862129,3.223830545411784e-06,1.3505093311022565e-17,-1.3355202360676444e-15,-2.752857078576476e-21,0.20175575183429953,99.12714101105024,499.99999999999994,95,0.9242841710675754,0.1,45.81203572459649,coeFc,0.0183662724006981,0.1039955197449347,0.0017571099868139,291.30198303299375,2089.919122944641,1131.7846928182564
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.6883817152052205e-05,7.524787878421049e-07,0.0003350896228579361,0.09721760251551002,0.09824626536622845,0.0004751784067138543,-6.938893903907228e-18,9.69276742202041e-17,-1.1858461261560205e-19,0.1568185178733732,97.82459010280526,500.0,95,1,0.1,63.76797928975923,ddFc,0.2874339873070623,0.5633378470100759,0.0037191418408522,1696.5240085302196,2561.2386015525567,1020.16862396177,13,0.0016494408121342137,0.0016668936030280297,8.062106416928951e-06,0,0,0,0.001610708049813748,7.678237162119725e-05,7.991736263737645e-06,0.0017744317384357656,0.07284643974809595,3.2238091419397775e-06,1.5788694136820158e-17,-1.2602766052971504e-15,-1.5617169965001163e-21,0.20175517794825124,99.12714928888137,499.99999999999994,95,0.9242841710675754,0.1,45.81216603544359,coeFc,0.0183662724006981,0.1039955197449347,0.0017571099868139,291.30198303299375,2089.919122944641,1131.7846928182564
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7543972626982475e-05,2.8051626956387337e-07,0.000338665289034223,0.12667375911921228,0.12810878672731518,0.00032219405610671984,-1.7696347859308403e-15,-4.0711574736396194e-14,-5.4896205311551205e-18,0.12030051755716846,98.8684543533793,500.0,95,1,0.1,83.1251619116922,ddFc,0.2874339873070623,0.5633378470100759,0.0037191418408522,1696.5240085302196,2561.2386015525567,1020.16862396177,4,0.0016503211525326549,0.0016690168668825529,4.1975833804127444e-06,0,0,0,0.0016029046386479176,8.021033931786492e-05,4.153062716236231e-06,0.0020439971043440587,0.06848913333236709,1.9191648901056764e-06,-1.4631443842963443e-15,-5.044792708575052e-15,-7.0913201297436e-19,0.21420767780010638,98.93937391728151,500.0,95,0.9233911084255942,0.1,43.10728345074919,coeFc,0.0183662724006981,0.1039955197449347,0.0017571099868139,291.30198303299375,2089.919122944641,1131.7846928182564
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7543972626982475e-05,2.8051626956387337e-07,0.000338665289034223,0.12667375911921228,0.12810878672731518,0.00032219405610671984,-1.7696347859308403e-15,-4.0711574736396194e-14,-5.4896205311551205e-18,0.12030051755716846,98.8684543533793,500.0,95,1,0.1,83.1251619116922,ddFc,0.2874339873070623,0.5633378470100759,0.0037191418408522,1696.5240085302196,2561.2386015525567,1020.16862396177,5,0.0016503211525326549,0.0016690168668825529,4.1975833804127444e-06,0,0,0,0.001608975643762722,8.052434000666685e-05,4.158588705580895e-06,0.0018613053986375869,0.07151126697752751,1.7554748010603123e-06,-1.123504501238104e-17,1.5135462327897642e-16,-8.629148150153185e-21,0.20511451371411019,99.07102083990014,500.0,95,0.9233911084255942,0.1,45.01832131258259,coeFc,0.0183662724006981,0.1039955197449347,0.0017571099868139,291.30198303299375,2089.919122944641,1131.7846928182564
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7543972626982475e-05,2.8051626956387337e-07,0.000338665289034223,0.12667375911921228,0.12810878672731518,0.00032219405610671984,-1.7696347859308403e-15,-4.0711574736396194e-14,-5.4896205311551205e-18,0.12030051755716846,98.8684543533793,500.0,95,1,0.1,83.1251619116922,ddFc,0.2874339873070623,0.5633378470100759,0.0037191418408522,1696.5240085302196,2561.2386015525567,1020.16862396177,6,0.0016503211525326549,0.0016690168668825529,4.1975833804127444e-06,0,0,0,0.0016108585826746132,8.062172812591935e-05,4.1603025411662425e-06,0.0018013056350947281,0.07250377064879025,1.701718515985097e-06,-1.0232158002831948e-18,-3.686287386450715e-18,-1.0852609636695723e-21,0.20229429927156342,99.11184994155289,500.0,95,0.9233911084255942,0.1,45.64592832079848,coeFc,0.0183662724006981,0.1039955197449347,0.0017571099868139,291.30198303299375,2089.919122944641,1131.7846928182564
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7543972626982475e-05,2.8051626956387337e-07,0.000338665289034223,0.12667375911921228,0.12810878672731518,0.00032219405610671984,-1.7696347859308403e-15,-4.0711574736396194e-14,-5.4896205311551205e-18,0.12030051755716846,98.8684543533793,500.0,95,1,0.1,83.1251619116922,ddFc,0.2874339873070623,0.5633378470100759,0.0037191418408522,1696.5240085302196,2561.2386015525567,1020.16862396177,7,0.0016503211525326549,0.0016690168668825529,4.1975833804127444e-06,0,0,0,0.0016114247284096336,8.065100996961076e-05,4.160817841424208e-06,0.0017829369223221977,0.07280762170060595,1.685261265307482e-06,9.542605421131167e-16,-2.7655720595543e-13,-1.0984958534704208e-20,0.2014463424595781,99.12412605881528,500.0,95,0.9233911084255942,0.1,45.8380677033578,coeFc,0.0183662724006981,0.1039955197449347,0.0017571099868139,291.30198303299375,2089.919122944641,1131.7846928182564
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7543972626982475e-05,2.8051626956387337e-07,0.000338665289034223,0.12667375911921228,0.12810878672731518,0.00032219405610671984,-1.7696347859308403e-15,-4.0711574736396194e-14,-5.4896205311551205e-18,0.12030051755716846,98.8684543533793,500.0,95,1,0.1,83.1251619116922,ddFc,0.2874339873070623,0.5633378470100759,0.0037191418408522,1696.5240085302196,2561.2386015525567,1020.16862396177,8,0.0016503211525326549,0.0016690168668825529,4.1975833804127444e-06,0,0,0,0.0016115914414326594,8.065963259869903e-05,4.160969581965105e-06,0.001777498373597076,0.07289758492595642,1.680388656712183e-06,1.0175311927675817e-14,-1.36921030069459e-12,1.218205431719095e-19,0.20119664458021774,99.12774100882686,500.0,95,0.9233911084255942,0.1,45.894955671461766,coeFc,0.0183662724006981,0.1039955197449347,0.0017571099868139,291.30198303299375,2089.919122944641,1131.7846928182564
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7543972626982475e-05,2.8051626956387337e-07,0.000338665289034223,0.12667375911921228,0.12810878672731518,0.00032219405610671984,-1.7696347859308403e-15,-4.0711574736396194e-14,-5.4896205311551205e-18,0.12030051755716846,98.8684543533793,500.0,95,1,0.1,83.1251619116922,ddFc,0.2874339873070623,0.5633378470100759,0.0037191418408522,1696.5240085302196,2561.2386015525567,1020.16862396177,9,0.0016503211525326549,0.0016690168668825529,4.1975833804127444e-06,0,0,0,0.0016116400598360915,8.06621471538723e-05,4.1610138339422066e-06,0.001775909791925803,0.07292386287909479,1.6789653842711282e-06,4.0657581468206416e-20,-8.456776945386935e-18,7.014491594449675e-22,0.20112382522234057,99.12879523391524,500.0,95,0.9233911084255942,0.1,45.91157250538536,coeFc,0.0183662724006981,0.1039955197449347,0.0017571099868139,291.30198303299375,2089.919122944641,1131.7846928182564
